gene_id	gene_name	HBRRep1	HBRRep2	HBRRep3	UHRRep1	UHRRep2	UHRRep3
ENSG00000211637	IGLV4-69	0	0	0	0	0	0
ENSG00000211638	IGLV8-61	0	0	0	0	0	0
ENSG00000211639	IGLV4-60	0	0	0	0	0	0
ENSG00000211640	IGLV6-57	0	0	0	1	0	0
ENSG00000211641	IGLV11-55	0	0	0	0	0	0
ENSG00000211642	IGLV10-54	0	0	0	0	0	0
ENSG00000211643	IGLV5-52	0	3.883	0	0	0	1.671
ENSG00000211644	IGLV1-51	1	1	0	0	1	0
ENSG00000211645	IGLV1-50	0	0	0	0	0	0
ENSG00000211647	IGLV5-48	0	0	0	0	0	0
ENSG00000211648	IGLV1-47	0	0	0	0	0	0
ENSG00000211649	IGLV7-46	0	0	0	0	0	0
ENSG00000211650	IGLV5-45	0	0	0	0	0	0
ENSG00000211651	IGLV1-44	0	0	0	0	0	0
ENSG00000211652	IGLV7-43	0	0	0	0	0	0
ENSG00000211653	IGLV1-40	0	0	0	0	0	0
ENSG00000211654	IGLV5-37	0	0	0	0	0	0
ENSG00000211655	IGLV1-36	0	0	0	0	0	0
ENSG00000211656	IGLV2-33	0	0	0	0	0	0
ENSG00000211657	IGLV3-32	0	0	0	0	0	0
ENSG00000211658	IGLV3-27	0	0	0	0	0	0
ENSG00000211659	IGLV3-25	0	0	0	0	0	0
ENSG00000211660	IGLV2-23	0	0	0	0	0	0
ENSG00000211661	IGLV3-22	0	0	0	0	0	0
ENSG00000211662	IGLV3-21	0	0	0	0	0	0
ENSG00000211663	IGLV3-19	0	0	0	0	0	0
ENSG00000211664	IGLV2-18	0	0	0	0	0	0
ENSG00000211665	IGLV3-16	0	0	0	0	0	0
ENSG00000211666	IGLV2-14	0	0	0	191	157	198
ENSG00000211667	IGLV3-12	0	0	0	0	0	0
ENSG00000211668	IGLV2-11	0	0	0	0	0	0
ENSG00000211669	IGLV3-10	0	0	0	0	0	0
ENSG00000211670	IGLV3-9	0	0	0	0	1	0
ENSG00000211672	IGLV4-3	0	0	0	0	0	0
ENSG00000211673	IGLV3-1	0	0	0	0	0	0
ENSG00000211674	IGLJ1	0	0	0	0	0	0
ENSG00000211675	IGLC1	1	0	0	0	0	0
ENSG00000211676	IGLJ2	0	0	0	0	0	0
ENSG00000211677	IGLC2	0	0	0	3574.84	2213.744	2679.151
ENSG00000211678	IGLJ3	0	0	0	0	0	0
ENSG00000211679	IGLC3	0	0	0	353.16	208.256	293.849
ENSG00000211680	IGLJ4	0	0	0	0	0	0
ENSG00000211681	IGLJ5	0	0	0	0	0	0
ENSG00000211682	IGLJ6	0	0	0	0	0	0
ENSG00000211683	KB-1572G7.3	0	2	0	1.034	1	1.058
ENSG00000211684	IGLJ7	0	0	0	0	0	0
ENSG00000211685	IGLC7	0	0	0	8	3	4
ENSG00000212102	MIR301B	0	0	0	0	0	0
ENSG00000212216	RNU6-816P	0	0	0	0	0	0
ENSG00000212542	RNA5SP496	0	0	0	0	0	0
ENSG00000212569	Y_RNA	0	0	0	0	0	0
ENSG00000212939	RP1-29C18.10	0	0	0	0	0	0
ENSG00000213279	RP1-29C18.9	0	0	0	5	1	3
ENSG00000213683	AC002056.3	0	0	0	0	0	0
ENSG00000213707	HMGB1P10	1	2	2	9	10	6
ENSG00000213727	LA16c-60G3.7	0	0	0	0	0	0
ENSG00000213752	CTA-268H5.9	0	0	0	0	0	0
ENSG00000213790	OLA1P1	0	0	0	0	0	0
ENSG00000213857	RP11-12M9.4	0	0	0	0	0	0
ENSG00000213888	LINC01521	11	13	14	6	9	4
ENSG00000213923	CSNK1E	216.999	212.001	196.001	511.999	292.999	385.636
ENSG00000214076	CPSF1P1	40	40.44	41.314	6	5	10
ENSG00000214093	RP11-247I13.3	0	0	0	1	0	1
ENSG00000214125	RP3-412A9.15	0	0	0	0	0	0
ENSG00000214161	SDC4P	0	0	0	0	0	0
ENSG00000214491	SEC14L6	3	11	1	2	4	5
ENSG00000214526	AP000343.1	0	0	0	0	0	0
ENSG00000214727	RPL5P35	0	0	0	0	1	0
ENSG00000215012	C22orf29	82	127.06	98	213.866	144.933	167
ENSG00000215193	PEX26	147.999	177	141	211	136.001	190
ENSG00000215268	LA16c-60G3.8	0	0	0	0	2	0
ENSG00000215270	LA16c-60H5.7	0	0	0	0	0	0
ENSG00000215333	KRT18P23	0	0	0	0	1	0
ENSG00000215347	SLC25A5P1	0	0	0	0	0	0
ENSG00000215403	LL22NC01-81G9.3	0	0	0	0	0	0
ENSG00000215456	BCRP4	0	0	0	0	0	0
ENSG00000215464	AP000354.2	0	0	0	0	0	0
ENSG00000215478	CES5AP1	0	1	0	0	0	0
ENSG00000215481	BCRP3	1.709	1.031	2.116	5.5	3.146	6.266
ENSG00000215493	XXbac-B562F10.11	0	0	0	0	0	0
ENSG00000215498	FAM230B	0	0	1	1	3.504	0
ENSG00000215544	BCRP7	0	0	0	0	0	0
ENSG00000215568	GAB4	0	0	0	0	0	0
ENSG00000215771	LRRC37A14P	0	1	0	0	0	0
ENSG00000217261	POM121L4P	0	0	0	0	0	0
ENSG00000217442	SYCE3	0	0	1	0	0	0
ENSG00000218357	LL22NC03-75H12.2	0	0	0	0	0	0
ENSG00000218537	MIF-AS1	1	0	1	3	3	3
ENSG00000219438	FAM19A5	134	157	149	17	14	9
ENSG00000220248	ZNF402P	0	0	0	1	0	0
ENSG00000220702	RP1-32I10.10	0	0	0	0	0	0
ENSG00000220891	LL22NC03-63E9.3	0	0	0	1	1	0
ENSG00000221039	MIR1286	0	0	0	0	0	0
ENSG00000221598	MIR1249	0	0	0	0	0	0
ENSG00000221760	MIR548J	0	0	0	0	0	0
ENSG00000221890	NPTXR	382	441	390	68	59	49
ENSG00000221963	APOL6	63	54	56	328	188	250
ENSG00000222037	IGLC6	0	0	0	0	0	0
ENSG00000222044	RP5-1039K5.16	0	0	0	0	2	0
ENSG00000222352	RN7SKP221	0	0	0	0	0	0
ENSG00000222585	RNA5SP494	0	0	0	0	0	0
ENSG00000222630	RN7SKP131	0	0	0	0	0	0
ENSG00000222698	Y_RNA	0	0	0	0	0	0
ENSG00000222915	RNU6-564P	0	0	0	0	0	0
ENSG00000223056	RN7SKP169	0	0	0	0	1	0
ENSG00000223142	RN7SKP252	0	0	0	0	0	0
ENSG00000223350	IGLV9-49	0	0	0	0	0	0
ENSG00000223461	AC004471.9	0	0	0	0	0	0
ENSG00000223553	SMPD4P1	2	2	1	1	1	1
ENSG00000223679	AP000362.1	0	0	0	0	0	0
ENSG00000223695	RP4-633O19__A.1	0	0	0	0	0	0
ENSG00000223704	LINC01422	2	3	5	3	3	1
ENSG00000223726	CTA-929C8.7	0	0	0	0	0	0
ENSG00000223730	RP1-127B20.4	0	0	0	0	0	0
ENSG00000223831	RP1-56J10.8	0	0	0	0	0	0
ENSG00000223843	EFCAB6-AS1	1	1	0	0	1	0
ENSG00000223875	NBEAP3	0	0	0	1	2	1
ENSG00000223999	LL22NC03-102D1.18	0	0	0	0	0	0
ENSG00000224003	YES1P1	2	5	3	8	3	3
ENSG00000224027	RP1-231P7P.1	0	0	0	0	0	0
ENSG00000224050	RP1-90G24.6	0	0	0	0	0	0
ENSG00000224086	LL22NC03-86G7.1	13	26	12	6	12	7
ENSG00000224124	POM121L10P	0	0	0	1	0	0
ENSG00000224144	ASH2LP1	0	0	0	0	0	0
ENSG00000224192	RP11-259P1.1	0	0	0	0	0	0
ENSG00000224205	AP000351.4	0	0	0	0	0	0
ENSG00000224256	CTA-292E10.7	0	0	0	0	0	0
ENSG00000224271	RP11-191L9.4	1	5	5	12	15	11
ENSG00000224277	AP000345.2	0	0	0	0	0	0
ENSG00000224279	RP1-199H16.6	0	0	0	0	0	0
ENSG00000224334	AP000357.4	0	0	0	0	1	0
ENSG00000224404	LL22NC03-13G6.2	0	0	2	0	0	0
ENSG00000224435	NF1P6	0	0	0	1	0	0
ENSG00000224465	SOCS2P2	0	0	0	0	0	0
ENSG00000224688	E2F6P2	0	0	0	0	0	0
ENSG00000224715	CITF22-49D8.1	0	1	0	0	1	0
ENSG00000224794	RP3-333H23.8	0	0	0	0	0	0
ENSG00000224806	ARL5AP4	0	0	0	0	0	0
ENSG00000224856	RP4-796I17.5	0	0	0	0	0	0
ENSG00000224883	CTA-250D10.19	0	0	0	0	0	0
ENSG00000224973	LARGE-AS1	0	0	0	0	1	0
ENSG00000225007	AC000067.1	0	0	0	0	0	0
ENSG00000225098	BCRP1	0	0	0	0	0	0
ENSG00000225225	ARL2BPP10	0	0	0	0	0	0
ENSG00000225255	LINC01297	0	0	0	2	0	0
ENSG00000225282	AP000350.6	0	0	0	0	0	1
ENSG00000225293	ABCD1P4	0	0	0	0	0	0
ENSG00000225335	XXbac-B476C20.9	2	2	3	1	2	2
ENSG00000225413	AP000345.4	0	0	0	0	0	0
ENSG00000225450	RP3-508I15.14	0	0	0	0	0	0
ENSG00000225465	RFPL1S	173	172	178	6	2	1
ENSG00000225480	AC006548.19	0	0	0	0	0	0
ENSG00000225528	RP3-370M22.8	0	0	0	7	0	7
ENSG00000225544	KB-1027C11.4	0	1	1	1	0	1
ENSG00000225557	MTCO3P20	0	0	0	0	0	0
ENSG00000225676	RP3-438O4.4	0	0	0	0	0	0
ENSG00000225720	RP4-742C19.12	0	0	0	0	0	0
ENSG00000225724	LL22NC03-80A10.11	0	0	0	0	0	0
ENSG00000225741	LL22NC03-88E1.17	0	0	0	0	0	0
ENSG00000225774	SIRPAP1	0	0	0	0	0	0
ENSG00000225783	MIAT	623.295	689.829	681.866	65.573	49.477	65.539
ENSG00000225867	RP5-1177I5.3	1	0	0	0	0	0
ENSG00000225929	AC000036.4	0	1	0	0	1	0
ENSG00000225971	CTA-85E5.6	0	0	0	0	0	0
ENSG00000226024	COX5BP7	0	0	0	0	0	0
ENSG00000226085	UQCRFS1P1	1	5	6	4	8	4
ENSG00000226142	RPL35P8	0	0	0	0	0	0
ENSG00000226160	LA16c-17H1.3	0	0	0	0	0	0
ENSG00000226169	RP11-375H17.1	0	0	0	0	0	0
ENSG00000226233	RP1-151B14.9	0	0	0	0	0	0
ENSG00000226287	TMEM191A	5.96	10.961	3.72	0	0	7.076
ENSG00000226328	NUP50-AS1	23	24	25	31	23	22
ENSG00000226336	MRPS16P3	0	0	0	0	0	0
ENSG00000226420	IGLV3-4	0	0	0	0	0	0
ENSG00000226444	ACTR3BP6	0	0	0	0	0	0
ENSG00000226450	CYP2D8P	0	0	0	2	2	1
ENSG00000226471	CTA-292E10.6	1	4	0	5	6	8
ENSG00000226474	LA16c-2F2.5	0	0	0	0	0	0
ENSG00000226477	LL22NC03-84E4.11	0	0	0	0	0	0
ENSG00000226534	KB-1183D5.16	0	0	0	0	0	0
ENSG00000226573	CTA-85E5.7	0	0	0	0	0	0
ENSG00000226595	KB-288A10.19	0	0	0	0	0	0
ENSG00000226738	CTA-384D8.31	0	0	0	0	0	0
ENSG00000226741	CTA-929C8.6	0	0	0	0	1	0
ENSG00000226772	CTA-747E2.10	0	0	0	0	0	0
ENSG00000226872	AC002472.11	0	0	1	0	0	0
ENSG00000226885	E2F6P3	0	0	0	0	0	0
ENSG00000226912	ISCA2P1	0	0	0	0	0	0
ENSG00000226954	RP5-983L19.2	0	0	0	0	0	0
ENSG00000226989	AL049758.2	0	1	0	0	0	0
ENSG00000227009	FUNDC2P4	0	0	0	0	0	0
ENSG00000227117	HORMAD2-AS1	1	1	0	0	0	0
ENSG00000227188	MGAT3-AS1	0	0	0	0	0	0
ENSG00000227201	CNN2P1	0	0	0	0	1	0
ENSG00000227367	SLC9B1P4	0	0	0	0	0	0
ENSG00000227370	RP4-669P10.19	0	0	0	0	0	3
ENSG00000227413	RP5-1042K10.12	0	0	0	0	0	0
ENSG00000227484	XX-C283C717.1	0	1	0	1	0	0
ENSG00000227519	CTA-342B11.1	0	0	0	0	0	0
ENSG00000227710	LL22NC03-30E12.13	0	0	0	0	0	0
ENSG00000227755	AP000344.4	0	1	0	1	0	0
ENSG00000227813	RP1-180M12.1	0	0	0	0	0	0
ENSG00000227838	RP1-213J1P__B.1	0	0	0	2	0	0
ENSG00000227880	RP11-46E17.6	0	0	0	0	0	0
ENSG00000227895	ISX-AS1	0	0	0	0	0	0
ENSG00000228039	KB-1125A3.10	0	0	0	0	0	0
ENSG00000228045	DNAJA1P6	0	0	0	0	0	0
ENSG00000228050	TOP3BP1	0	0	0	1.225	0	2.603
ENSG00000228122	MTND1P17	0	0	0	0	0	0
ENSG00000228161	LL22NC03-23C6.15	0	0	0	0	0	0
ENSG00000228194	CTA-415G2.2	0	0	0	0	0	0
ENSG00000228274	RP3-508I15.9	6	4	5	5	5	4
ENSG00000228315	GUSBP11	86.362	79.449	98.662	59.579	21.944	29.114
ENSG00000228587	RP1-41P2.7	0	0	0	0	0	0
ENSG00000228599	RPL7P52	0	0	0	0	0	0
ENSG00000228620	RP3-434P1.6	0	0	0	0	0	0
ENSG00000228622	RP1-302D9.1	0	0	0	0	0	0
ENSG00000228719	RP5-1119A7.14	0	0	3	0	0	0
ENSG00000228807	MRPS18CP6	0	0	0	0	0	0
ENSG00000228839	PIK3IP1-AS1	0	1	0	0	0	0
ENSG00000228923	AP000355.2	0	0	0	0	1	0
ENSG00000229027	HSFY1P1	0	0	0	0	0	0
ENSG00000229088	MTND1P10	0	0	0	0	1	0
ENSG00000229107	ABHD17AP4	1	1	3	0	1	3
ENSG00000229169	RP11-247I13.6	0	0	0	0	0	0
ENSG00000229266	POM121L8P	0	0	0	0	0	0
ENSG00000229275	LL22NC03-121E8.3	0	0	0	0	0	0
ENSG00000229286	LA16c-4G1.4	0	0	0	0	0	0
ENSG00000229409	RP11-494O16.3	0	0	0	0	0	0
ENSG00000229492	AC004019.10	0	3	0	0	0	1
ENSG00000229598	PRDX3P1	0	0	0	0	0	0
ENSG00000229608	GOLGA2P4	0	0	0	0	0	0
ENSG00000229658	PABPC1P9	0	0	0	0	1	0
ENSG00000229673	LL22NC01-116C6.1	0	0	0	0	0	0
ENSG00000229770	CTA-796E4.4	1	0	0	0	0	0
ENSG00000229891	LINC01315	0	3	5	1	3	1
ENSG00000229955	RP1-5O6.4	0	0	0	1	1	0
ENSG00000229971	RP5-1119A7.10	0	0	0	0	0	0
ENSG00000229999	RP5-1042K10.10	0	0	0	0	0	0
ENSG00000230051	CTA-929C8.8	0	1	0	0	0	0
ENSG00000230071	RPL4P6	1	2	0	7	4	10
ENSG00000230107	CTA-126B4.7	0	0	0	0	1	0
ENSG00000230120	RP1-90G24.8	0	0	0	0	0	0
ENSG00000230137	RP4-539M6.18	0	0	0	0	0	0
ENSG00000230149	RP3-508I15.19	0	0	0	4	2	0
ENSG00000230194	AC000081.2	0	0	1	0	1	0
ENSG00000230203	CTB-1048E9.7	0	0	0	0	0	0
ENSG00000230319	AL022476.2	0	1	0	0	1	0
ENSG00000230345	RP13-455A7.1	0	0	0	0	0	0
ENSG00000230471	LA16c-2F2.8	0	0	0	0	1	0
ENSG00000230481	IGKV1OR22-5	0	0	0	0	0	0
ENSG00000230485	AC000077.2	0	0	0	0	0	0
ENSG00000230513	THAP7-AS1	4	2	2	5	0	4
ENSG00000230634	RP5-996D20.3	0	0	0	0	0	0
ENSG00000230637	CTA-246H3.8	0	0	0	0	0	0
ENSG00000230643	LA16c-60G3.5	0	0	0	0	0	0
ENSG00000230701	FBXW4P1	2	3	3	8	5	10
ENSG00000230712	GGTLC4P	0	0	0	0	0	0
ENSG00000230736	RP1-149A16.3	0	0	0	0	0	0
ENSG00000230741	SC22CB-1D7.1	0	0	0	0	0	0
ENSG00000230769	RP3-408N23.4	1	1	3	4	1	0
ENSG00000230821	KB-288A10.17	0	0	0	0	1	0
ENSG00000230866	CTA-342B11.2	0	0	0	0	0	0
ENSG00000230912	RP3-508I15.10	0	0	0	0	1	0
ENSG00000230922	RP4-753M9.1	1	4	0	2	1	1
ENSG00000230947	AP000356.2	0	0	0	0	0	0
ENSG00000231004	CECR9	0	0	0	0	0	0
ENSG00000231010	RP6-109B7.2	0	0	0	0	0	0
ENSG00000231086	TSSK1A	0	0	0	0	1	1
ENSG00000231253	RP1-302D9.2	0	0	0	0	0	0
ENSG00000231261	HMGN2P10	0	0	0	0	0	0
ENSG00000231271	AP000350.8	0	0	0	0	0	0
ENSG00000231369	RP1-40G4P.1	0	0	0	0	0	0
ENSG00000231392	LL22NC03-24A12.8	0	0	0	0	0	0
ENSG00000231405	CTA-992D9.7	0	0	0	0	0	0
ENSG00000231466	CTA-246H3.11	0	0	2	4	1	0
ENSG00000231467	RP5-1170K4.7	0	0	0	0	0	0
ENSG00000231495	RP1-213J1P__B.2	0	0	0	0	0	0
ENSG00000231565	NEK2P2	0	0	0	0	1	0
ENSG00000231576	MTCO2P20	0	0	0	0	0	0
ENSG00000231711	LINC00899	5	11	5	6	4	7
ENSG00000231801	ANP32BP2	0	0	0	0	0	0
ENSG00000231907	GAPDHP37	0	1	0	0	1	0
ENSG00000231933	CTA-125H2.2	0	0	0	0	2	0
ENSG00000231993	EP300-AS1	0	0	0	0	0	0
ENSG00000232050	CTA-125H2.3	0	0	0	0	0	0
ENSG00000232073	RP1-302D9.3	0	0	0	0	0	0
ENSG00000232081	LARGE-IT1	0	0	0	0	0	0
ENSG00000232218	RP1-149A16.16	0	0	0	0	0	0
ENSG00000232254	CSF2RBP1	0	0	0	0	0	0
ENSG00000232305	CLCP1	0	0	0	0	0	0
ENSG00000232346	SC22CB-1E7.1	0	0	0	0	0	0
ENSG00000232350	LL22NC03-102D1.16	0	0	0	0	0	0
ENSG00000232363	RP1-102D24.5	0	0	0	0	0	0
ENSG00000232396	RP1-76B20.11	0	0	0	0	0	0
ENSG00000232464	CTA-125H2.1	0	0	0	0	0	0
ENSG00000232515	LL22NC03-75A1.9	0	0	0	0	0	0
ENSG00000232530	RP1-102K2.6	0	0	0	0	0	0
ENSG00000232545	KB-318B8.7	0	1	1	3	1	0
ENSG00000232564	RP4-591N18.2	0	0	0	0	0	1
ENSG00000232603	LL22NC03-22A12.12	0	0	0	0	0	0
ENSG00000232655	CTA-397C4.2	0	0	0	0	0	0
ENSG00000232707	AP1B1P2	0	0	0	0	0	0
ENSG00000232710	RP4-669P10.16	0	0	0	2	0	0
ENSG00000232754	RP1-85F18.6	0	0	0	0	0	0
ENSG00000232771	PPP1R26P5	0	0	0	0	0	0
ENSG00000232775	BMS1P22	0	0	0	0	0	0
ENSG00000232897	RP11-191L9.5	0	0	0	0	0	0
ENSG00000232926	AC000078.5	0	0	1	2	1	0
ENSG00000233010	RPEP4	1	4	0	2	0	3
ENSG00000233080	LINC01399	0	0	0	2	2	1
ENSG00000233157	RP3-388M5.8	1	0	1	0	0	1
ENSG00000233179	RP11-536P6.3	0	0	0	0	0	0
ENSG00000233360	Z83844.1	0	0	0	3	0	0
ENSG00000233388	RP4-569D19.5	0	0	0	3	0	3
ENSG00000233408	LA16c-23H5.4	0	0	0	0	1	0
ENSG00000233471	KRT18P62	0	0	0	0	0	0
ENSG00000233521	RP5-1172A22.1	1	0	0	2	1	2
ENSG00000233574	CTA-929C8.5	0	0	0	0	0	0
ENSG00000233577	RP3-462D8.2	0	0	0	0	0	0
ENSG00000233603	JTBP1	0	0	0	0	0	0
ENSG00000233632	RP1-302D9.5	0	0	0	0	0	0
ENSG00000233720	LL22NC03-30E12.11	0	0	0	0	0	0
ENSG00000233733	H2AFZP6	0	0	0	0	0	0
ENSG00000233739	RP5-1039K5.13	0	0	0	0	0	0
ENSG00000233764	MTCO1P20	0	0	0	0	0	0
ENSG00000233866	LA16c-4G1.3	0	0	0	0	0	0
ENSG00000233903	Z83851.4	0	0	0	3	1	3
ENSG00000233995	KB-67B5.12	0	0	0	0	0	0
ENSG00000234009	RPL5P34	0	0	0	0	0	1
ENSG00000234121	GPM6BP3	0	0	0	0	0	0
ENSG00000234208	CTA-256D12.11	0	0	0	0	0	0
ENSG00000234300	LINC00229	0	0	0	0	0	0
ENSG00000234353	AP000347.4	0	1.44	0	1.228	6.13	2.862
ENSG00000234381	MED15P7	0	0	0	0	0	0
ENSG00000234409	CCDC188	0	1	0	1	0	0
ENSG00000234479	AP1B1P1	0	0	0	0	0	0
ENSG00000234503	KB-1592A4.14	0	0	0	0	0	0
ENSG00000234626	RP1-149A16.12	0	0	0	0	0	0
ENSG00000234630	LL22NC03-2H8.4	0	0	0	0	0	0
ENSG00000234688	RP1-293L6.1	3	0	4	0	0	0
ENSG00000234726	LL22NC03-123E1.5	0	0	0	0	0	0
ENSG00000234735	AL022237.3	0	0	0	0	0	0
ENSG00000234764	E2F6P1	0	0	0	3	0	0
ENSG00000234869	RP3-439F8.1	0	0	0	0	6	1
ENSG00000234884	CTA-407F11.8	0	0	0	0	1	0
ENSG00000234891	RP1-288L1.5	0	1	0	0	0	0
ENSG00000234892	Z82214.2	0	0	0	0	0	0
ENSG00000234913	XXbac-B476C20.13	1	9	3	0	2	2
ENSG00000234928	AP000344.3	0	0	0	0	1	0
ENSG00000234965	SHISA8	22	23	8	0	0	3
ENSG00000234979	CITF22-24E5.1	1	0	0	0	0	0
ENSG00000235062	BCRP5	0	0	0	0	0	0
ENSG00000235091	WI2-85898F10.1	0	0	0	0	0	0
ENSG00000235111	RP1-29C18.8	1	0	1	14	11	7
ENSG00000235154	CTA-280A3__B.2	0	0	0	0	0	0
ENSG00000235159	RP6-109B7.4	1	1	1	2	0	1
ENSG00000235209	CTA-150C2.13	0	0	0	0	0	0
ENSG00000235237	RP1-151B14.6	0	0	0	0	0	0
ENSG00000235246	RP1-5O6.5	0	0	0	0	0	0
ENSG00000235271	LINC01422	0	0	0	0	0	0
ENSG00000235295	FLJ41941	0	0	0	0	0	0
ENSG00000235328	AC006946.12	0	0	0	0	0	0
ENSG00000235343	AC005301.8	0	0	0	0	0	0
ENSG00000235347	RP1-37M3.8	0	0	0	0	0	0
ENSG00000235445	XXbac-B476C20.14	0	4	2	1	0	1
ENSG00000235478	AC006946.15	2	3	1	0	0	0
ENSG00000235485	RP1-101G11.2	0	0	0	0	0	0
ENSG00000235513	RP4-756G23.5	5	6	5	1	1	2
ENSG00000235568	NFAM1	5	5	11	8	9	9
ENSG00000235573	RP3-412A9.12	0	0	0	0	0	0
ENSG00000235578	XXbac-B33L19.4	0	0	0	1	0	0
ENSG00000235617	XXbac-B476C20.10	0	0	0	0	0	0
ENSG00000235647	RP1-172B20.6	0	0	0	0	0	0
ENSG00000235689	AP000351.13	0	0	0	0	0	0
ENSG00000235759	ARHGAP42P3	0	0	0	0	2	0
ENSG00000235776	AC000089.3	0	0	0	0	0	1
ENSG00000235786	ZNRF3-IT1	1	0	0	1	0	2
ENSG00000235954	TTC28-AS1	36	57.069	56	43	44	33
ENSG00000235969	CHEK2P4	0	0	0	0	0	0
ENSG00000235989	MORC2-AS1	0	3	0	0	0	0
ENSG00000235992	GRAMD4P2	0	0	0	0	0	0
ENSG00000236003	AC007050.17	0	0	0	0	0	0
ENSG00000236052	LL22NC03-86D4.1	0	0	0	0	0	0
ENSG00000236054	LL22NC03-104C7.1	0	0	0	0	1	1
ENSG00000236079	RP1-32I10.11	0	0	0	0	0	0
ENSG00000236097	BNIP3P2	0	0	0	0	0	0
ENSG00000236117	RP4-754E20__A.5	0	0	0	0	1	0
ENSG00000236118	LL22NC03-30E12.10	0	0	0	0	0	0
ENSG00000236132	CTA-440B3.1	0	0	0	0	0	0
ENSG00000236235	LA16c-13E4.3	0	0	0	0	0	0
ENSG00000236272	Z82214.3	0	0	0	0	0	0
ENSG00000236323	BMP6P1	0	0	0	0	0	0
ENSG00000236325	AC005300.5	0	0	0	0	0	0
ENSG00000236464	CTA-796E4.3	0	0	0	0	0	0
ENSG00000236499	LINC00896	0	3	0	3	1	4
ENSG00000236540	AC006547.13	0	0	0	0	0	0
ENSG00000236611	AP000343.2	0	0	0	0	0	0
ENSG00000236641	CTA-221G9.7	0	0	0	0	0	0
ENSG00000236666	POTEH-AS1	0	0	0	0	1	0
ENSG00000236670	KRT18P5	4	3	3	9	1	11
ENSG00000236754	AC004019.13	2	0	0	1	2	0
ENSG00000236794	BCRP8	0	0	0	0	0	0
ENSG00000236831	YME1L1P1	0	0	0	0	0	0
ENSG00000236850	BMS1P20	14.6	14.699	17.146	30.109	13.567	13.424
ENSG00000236858	CTA-992D9.6	1	0	0	0	0	0
ENSG00000236867	RP3-522J7.5	0	0	0	0	0	0
ENSG00000236890	XXbac-B476C20.11	0	0	0	0	0	0
ENSG00000237015	CTA-984G1.5	0	0	0	0	0	0
ENSG00000237037	NDUFA6-AS1	67	69.001	53	17	13	13
ENSG00000237127	LL22NC03-84E4.8	0	0	0	0	0	0
ENSG00000237129	MTCYBP34	0	0	0	0	0	0
ENSG00000237214	RP11-12M9.3	0	0	0	0	0	0
ENSG00000237299	LA16c-60G3.6	0	0	0	0	0	0
ENSG00000237316	RP1-288L1.4	0	0	0	0	0	0
ENSG00000237347	AC004461.4	0	0	0	0	0	0
ENSG00000237358	AC007064.25	0	0	0	0	0	0
ENSG00000237387	CTA-407F11.7	0	0	0	0	0	0
ENSG00000237406	NDUFA9P1	3	3	0	4	3	3
ENSG00000237407	KB-1183D5.14	0	0	0	0	0	0
ENSG00000237428	LL22NC03-22A12.9	0	0	0	0	0	0
ENSG00000237438	CECR7	16	20	24	24	18	21
ENSG00000237439	RP1-127L4.10	0	0	0	0	0	0
ENSG00000237446	RHEBP3	0	0	0	0	0	0
ENSG00000237472	AP000361.2	0	0	0	0	0	0
ENSG00000237476	XXbac-B135H6.15	4	0	1	1	5	0
ENSG00000237517	DGCR5	138.229	172.694	138.137	8	5	7
ENSG00000237601	AP000358.5	0	0	0	0	0	0
ENSG00000237668	RPS15AP38	0	0	0	0	0	0
ENSG00000237689	AC007064.24	1	2	1	1	0	1
ENSG00000237835	AC007064.22	0	0	0	0	0	0
ENSG00000237862	RP1-63G5.7	0	1	1	1	1	0
ENSG00000237948	MTATP6P20	0	0	0	0	1	0
ENSG00000237977	EIF4HP2	1	4	6	2	3	3
ENSG00000238120	LINC01589	0	0	0	3	0	0
ENSG00000238125	SLC9A3P2	0	0	0	0	0	0
ENSG00000238153	CTA-714B7.4	0	0	0	0	0	0
ENSG00000238192	LL22NC03-121E8.4	0	0	0	0	0	0
ENSG00000238195	CTA-503F6.2	0	0	0	0	0	0
ENSG00000238498	SNORD13P1	0	0	0	0	0	0
ENSG00000238584	RNU7-167P	0	0	0	0	0	0
ENSG00000238875	RN7SKP210	0	0	0	0	0	0
ENSG00000239127	SNORD125	0	0	0	0	0	0
ENSG00000239249	RN7SL757P	1	0	0	0	0	0
ENSG00000239282	GATSL3	15.55	8.252	9	9.282	3	11
ENSG00000239435	KCNMB3P1	0	0	0	2	0	1
ENSG00000239446	RP1-76B20.12	0	0	0	0	0	0
ENSG00000239511	POM121L7	0	0	0	0	0	0
ENSG00000239547	RN7SL843P	0	0	0	0	0	0
ENSG00000239674	RP1-127L4.7	0	0	0	0	0	0
ENSG00000239713	APOBEC3G	6	4	3	42.902	27.122	27.398
ENSG00000239900	ADSL	42	44.999	47	323.999	190.998	229
ENSG00000239989	AC008132.14	0	0	0	0	0	0
ENSG00000240122	FABP5P11	0	0	0	0	0	0
ENSG00000240160	RN7SL263P	0	0	0	0	0	0
ENSG00000240186	RN7SL633P	0	0	0	0	0	0
ENSG00000240591	RP11-247I13.11	0	0	1	1	1	0
ENSG00000240647	RN7SL305P	0	0	0	0	0	0
ENSG00000240972	MIF	113	144	121	507.287	345	517
ENSG00000241333	RN7SL385P	0	0	0	0	0	0
ENSG00000241360	PDXP	209	276.492	225.816	140	74	94.944
ENSG00000241484	ARHGAP8	2.841	3	4	17.95	20	18
ENSG00000241527	CA15P1	0	0	0	0	1	0
