tx	gene_id	HBRRep1	HBRRep2	HBRRep3	UHRRep1	UHRRep2	UHRRep3
ENST00000407598	ENSG00000169635	4561.124	4564.374	4562.05	4551.324	4563.013	4564.52
ENST00000443632	ENSG00000169635	6767.124	6770.374	6768.05	6757.324	6769.013	6770.52
ENST00000612964	ENSG00000276800	147.932	150.633	148.898	139.045	149.472	150.554
ENST00000456303	ENSG00000206140	1785.124	1788.374	1786.05	1775.324	1787.013	1788.52
ENST00000545656	ENSG00000206140	401.124	404.394	402.064	391.327	403.035	404.524
ENST00000621561	ENSG00000206140	1164.124	1167.374	1165.05	1154.324	1166.013	1167.52
ENST00000415764	ENSG00000206140	1618.124	1621.374	1619.05	1608.324	1620.013	1621.52
ENST00000432134	ENSG00000206140	956.124	959.374	957.05	946.324	958.013	959.52
ENST00000449424	ENSG00000206140	2420.124	2423.374	2421.05	2410.324	2422.013	2423.52
ENST00000456153	ENSG00000206140	1349.124	1352.374	1350.05	1339.324	1351.013	1352.52
ENST00000453397	ENSG00000206140	849.124	852.374	850.05	839.324	851.013	852.52
ENST00000413877	ENSG00000206140	598.124	601.388	599.064	588.327	600.035	601.524
ENST00000417708	ENSG00000206140	590.124	593.388	591.064	580.327	592.035	593.524
ENST00000427147	ENSG00000206140	711.124	714.388	712.064	701.327	713.035	714.524
ENST00000425458	ENSG00000206140	615.124	618.388	616.064	605.327	617.035	618.524
ENST00000446867	ENSG00000206140	323.153	326.394	324.067	313.327	325.05	326.524
ENST00000536718	ENSG00000206140	307.153	310.394	308.067	297.327	309.05	310.524
ENST00000486209	ENSG00000183506	3040.124	3043.374	3041.05	3030.324	3042.013	3043.52
ENST00000470274	ENSG00000183506	2241.124	2244.374	2242.05	2231.324	2243.013	2244.52
ENST00000477296	ENSG00000183506	1614.124	1617.374	1615.05	1604.324	1616.013	1617.52
ENST00000463608	ENSG00000183506	2643.124	2646.374	2644.05	2633.324	2645.013	2646.52
ENST00000462560	ENSG00000183506	2380.124	2383.374	2381.05	2370.324	2382.013	2383.52
ENST00000450651	ENSG00000183506	2121.124	2124.374	2122.05	2111.324	2123.013	2124.52
ENST00000360806	ENSG00000183506	2240.124	2243.374	2241.05	2230.324	2242.013	2243.52
ENST00000494740	ENSG00000183506	2100.124	2103.374	2101.05	2090.324	2102.013	2103.52
ENST00000480319	ENSG00000183506	3699.124	3702.374	3700.05	3689.324	3701.013	3702.52
ENST00000467443	ENSG00000183506	1696.124	1699.374	1697.05	1686.324	1698.013	1699.52
ENST00000479693	ENSG00000183506	1733.124	1736.374	1734.05	1723.324	1735.013	1736.52
ENST00000491562	ENSG00000183506	56.899	58.321	57.537	51.115	57.186	57.798
ENST00000476537	ENSG00000183506	110.978	113.07	111.822	102.849	112.079	112.936
ENST00000516334	ENSG00000252143	18.395	18.536	18.121	16.197	18.096	18.167
ENST00000410420	ENSG00000222352	133.567	135.871	134.257	124.982	134.768	135.762
ENST00000331505	ENSG00000183246	5302.124	5305.374	5303.05	5292.324	5304.013	5305.52
ENST00000433039	ENSG00000183246	5611.124	5614.374	5612.05	5601.324	5613.013	5614.52
ENST00000458578	ENSG00000185651	2834.124	2837.374	2835.05	2824.324	2836.013	2837.52
ENST00000619894	ENSG00000275293	150.71	153.419	151.67	141.702	152.25	153.37
ENST00000342192	ENSG00000185651	2855.124	2858.374	2856.05	2845.324	2857.013	2858.52
ENST00000545681	ENSG00000185651	2759.124	2762.374	2760.05	2749.324	2761.013	2762.52
ENST00000496722	ENSG00000185651	3278.124	3281.374	3279.05	3268.324	3280.013	3281.52
ENST00000464015	ENSG00000161179	1440.124	1443.374	1441.05	1430.324	1442.013	1443.52
ENST00000468686	ENSG00000161179	1250.124	1253.374	1251.05	1240.324	1252.013	1253.52
ENST00000292778	ENSG00000161179	1178.124	1181.374	1179.05	1168.324	1180.013	1181.52
ENST00000415762	ENSG00000161179	1237.124	1240.374	1238.05	1227.324	1239.013	1240.52
ENST00000473985	ENSG00000161179	1321.124	1324.374	1322.05	1311.324	1323.013	1324.52
ENST00000482998	ENSG00000161179	1215.124	1218.374	1216.05	1205.324	1217.013	1218.52
ENST00000398873	ENSG00000161179	893.124	896.374	894.05	883.324	895.013	896.52
ENST00000607942	ENSG00000161180	1740.124	1743.374	1741.05	1730.324	1742.013	1743.52
ENST00000425975	ENSG00000161180	399.124	402.394	400.064	389.327	401.035	402.524
ENST00000292779	ENSG00000161180	2087.124	2090.374	2088.05	2077.324	2089.013	2090.52
ENST00000609038	ENSG00000273342	268.153	271.394	269.067	258.331	270.061	271.524
ENST00000248958	ENSG00000128228	692.124	695.388	693.064	682.327	694.035	695.524
ENST00000466935	ENSG00000128228	428.124	431.394	429.064	418.327	430.035	431.524
ENST00000498589	ENSG00000207751	920.124	923.374	921.05	910.324	922.013	923.52
ENST00000390813	ENSG00000212102	78	78	78	78	78	78
ENST00000385018	ENSG00000207751	82	82	82	82	82	82
ENST00000610143	ENSG00000272954	257.153	260.394	258.067	247.333	259.061	260.524
ENST00000496819	ENSG00000100023	321.153	324.394	322.067	311.327	323.05	324.524
ENST00000335025	ENSG00000100023	4756.124	4759.374	4757.05	4746.324	4758.013	4759.52
ENST00000398831	ENSG00000100023	2401.124	2404.374	2402.05	2391.324	2403.013	2404.52
ENST00000626352	ENSG00000100023	2452.124	2455.374	2453.05	2442.324	2454.013	2455.52
ENST00000458567	ENSG00000100023	384.124	387.394	385.064	374.327	386.035	387.524
ENST00000417788	ENSG00000100023	4040.124	4043.374	4041.05	4030.324	4042.013	4043.52
ENST00000484439	ENSG00000100023	690.124	693.388	691.064	680.327	692.035	693.524
ENST00000406385	ENSG00000100023	3702.124	3705.374	3703.05	3692.324	3704.013	3705.52
ENST00000498109	ENSG00000100023	390.124	393.394	391.064	380.327	392.035	393.524
ENST00000485930	ENSG00000100023	21.15	21.432	21.036	18.577	20.997	20.985
ENST00000446951	ENSG00000100023	1753.124	1756.374	1754.05	1743.324	1755.013	1756.52
ENST00000462188	ENSG00000100023	1562.124	1565.374	1563.05	1552.324	1564.013	1565.52
ENST00000339468	ENSG00000100027	4156.124	4159.374	4157.05	4146.324	4158.013	4159.52
ENST00000477675	ENSG00000100027	1146.124	1149.374	1147.05	1136.324	1148.013	1149.52
ENST00000403503	ENSG00000100027	293.153	296.394	294.067	283.327	295.05	296.524
ENST00000496490	ENSG00000244671	121.614	123.879	122.457	113.395	122.781	123.83
ENST00000215832	ENSG00000100030	10849.124	10852.374	10850.05	10839.324	10851.013	10852.52
ENST00000491588	ENSG00000100030	318.153	321.394	319.067	308.327	320.05	321.524
ENST00000398822	ENSG00000100030	1314.124	1317.374	1315.05	1304.324	1316.013	1317.52
ENST00000544786	ENSG00000100030	778.124	781.388	779.058	768.327	780.035	781.524
ENST00000364115	ENSG00000200985	91	91	91	91	91	91
ENST00000435222	ENSG00000225544	219.371	222.554	220.281	209.508	221.199	222.727
ENST00000263212	ENSG00000100034	4970.124	4973.374	4971.05	4960.324	4972.013	4973.52
ENST00000407142	ENSG00000100034	5414.124	5417.374	5415.05	5404.324	5416.013	5417.52
ENST00000496143	ENSG00000100034	371.124	374.394	372.064	361.327	373.035	374.524
ENST00000484588	ENSG00000100034	177.02	179.739	177.791	167.295	178.66	179.891
ENST00000397495	ENSG00000100034	1605.124	1608.374	1606.05	1595.324	1607.013	1608.52
ENST00000445205	ENSG00000100034	477.124	480.394	478.064	467.327	479.035	480.524
ENST00000623652	ENSG00000100034	2984.124	2987.374	2985.05	2974.324	2986.013	2987.52
ENST00000424647	ENSG00000100034	403.124	406.394	404.064	393.327	405.035	406.524
ENST00000486259	ENSG00000100034	410.124	413.394	411.064	400.327	412.035	413.524
ENST00000458178	ENSG00000224086	37679.124	37682.374	37680.05	37669.324	37681.013	37682.52
ENST00000497072	ENSG00000100034	26.017	26.629	26.098	23.094	26.077	26.13
ENST00000357179	ENSG00000100038	2690.124	2693.374	2691.05	2680.324	2692.013	2693.52
ENST00000457270	ENSG00000100038	2783.124	2786.374	2784.05	2773.324	2785.013	2786.52
ENST00000457179	ENSG00000100038	2888.124	2891.374	2889.05	2878.324	2890.013	2891.52
ENST00000398793	ENSG00000100038	2934.124	2937.374	2935.05	2924.324	2936.013	2937.52
ENST00000444502	ENSG00000100038	3990.124	3993.374	3991.05	3980.324	3992.013	3993.52
ENST00000436282	ENSG00000100038	2717.124	2720.374	2718.05	2707.324	2719.013	2720.52
ENST00000470338	ENSG00000100038	451.124	454.394	452.064	441.327	453.035	454.524
ENST00000424393	ENSG00000100038	651.124	654.388	652.064	641.327	653.035	654.524
ENST00000487485	ENSG00000100038	552.124	555.388	553.064	542.327	554.035	555.524
ENST00000437929	ENSG00000100038	377.124	380.394	378.064	367.327	379.035	380.524
ENST00000430142	ENSG00000100038	409.124	412.394	410.064	399.327	411.035	412.524
ENST00000489581	ENSG00000100038	616.124	619.388	617.064	606.327	618.035	619.524
ENST00000456075	ENSG00000100038	388.124	391.394	389.064	378.327	390.035	391.524
ENST00000449704	ENSG00000100038	370.124	373.394	371.064	360.327	372.035	373.524
ENST00000442653	ENSG00000100038	227.173	230.404	228.087	217.363	229.078	230.537
ENST00000437103	ENSG00000100038	398.124	401.394	399.064	388.327	400.035	401.524
ENST00000434517	ENSG00000100038	563.124	566.388	564.064	553.327	565.035	566.524
ENST00000419303	ENSG00000197549	1696.124	1699.374	1697.05	1686.324	1698.013	1699.52
ENST00000337471	ENSG00000197549	2865.124	2868.374	2866.05	2855.324	2867.013	2868.52
ENST00000548391	ENSG00000197549	1272.124	1275.374	1273.05	1262.324	1274.013	1275.52
ENST00000523272	ENSG00000253239	217.404	220.59	218.342	207.573	219.226	220.775
ENST00000390282	ENSG00000211637	246.153	249.394	247.069	236.338	248.061	249.524
ENST00000519525	ENSG00000254355	174.206	176.896	174.92	164.546	175.784	176.99
ENST00000620649	ENSG00000278657	607.124	610.388	608.064	597.327	609.035	610.524
ENST00000423821	ENSG00000249333	202.882	205.848	203.664	193.082	204.535	206.113
ENST00000519446	ENSG00000253794	155.313	158.091	156.32	146.177	156.891	158.056
ENST00000413294	ENSG00000228161	27.586	28.321	27.719	24.528	27.742	27.717
ENST00000521832	ENSG00000253874	287.153	290.394	288.067	277.327	289.05	290.524
ENST00000523818	ENSG00000254075	170.383	173.115	171.145	160.818	171.981	173.164
ENST00000517313	ENSG00000254161	188.433	191.281	189.273	178.645	190.1	191.521
ENST00000518581	ENSG00000253242	133.567	135.871	134.257	124.982	134.768	135.762
ENST00000524184	ENSG00000253752	211.588	214.699	212.458	201.774	213.3	214.916
ENST00000518003	ENSG00000253823	268.153	271.394	269.067	258.331	270.061	271.524
ENST00000611529	ENSG00000275361	27.586	28.321	27.719	24.528	27.742	27.717
ENST00000390283	ENSG00000211638	241.153	244.394	242.069	231.34	243.061	244.524
ENST00000444224	ENSG00000225741	1089.124	1092.374	1090.05	1079.324	1091.013	1092.52
ENST00000580133	ENSG00000263366	750.124	753.388	751.058	740.327	752.035	753.524
ENST00000448601	ENSG00000236118	115.366	117.571	116.221	107.19	116.469	117.445
ENST00000440562	ENSG00000233720	88.684	90.629	89.508	81.365	89.565	90.187
ENST00000390284	ENSG00000211639	190.33	193.2	191.172	180.55	192.004	193.435
ENST00000442890	ENSG00000227710	175.157	177.845	175.877	165.464	176.749	177.954
ENST00000458366	ENSG00000224465	401.124	404.394	402.064	391.327	403.035	404.524
ENST00000520218	ENSG00000254308	88.684	90.629	89.508	81.365	89.565	90.187
ENST00000520445	ENSG00000253637	136.272	138.557	136.953	127.582	137.503	138.484
ENST00000431230	ENSG00000236323	506.124	509.394	507.064	496.327	508.035	509.524
ENST00000390285	ENSG00000211640	450.124	453.394	451.064	440.327	452.035	453.524
ENST00000521342	ENSG00000253126	171.331	174.052	172.077	161.745	172.927	174.112
ENST00000390286	ENSG00000211641	253.153	256.394	254.069	243.333	255.061	256.524
ENST00000390287	ENSG00000211642	193.173	196.126	194.007	183.433	194.889	196.33
ENST00000520107	ENSG00000253935	195.124	198.06	195.929	185.345	196.816	198.276
ENST00000420768	ENSG00000228050	1207.124	1210.374	1208.05	1197.324	1209.013	1210.52
ENST00000432623	ENSG00000234726	1069.124	1072.374	1070.05	1059.324	1071.013	1072.52
ENST00000403807	ENSG00000169575	582.124	585.388	583.064	572.327	584.035	585.524
ENST00000302273	ENSG00000169575	453.124	456.394	454.064	443.327	455.035	456.524
ENST00000624350	ENSG00000279278	8247.124	8250.374	8248.05	8237.324	8249.013	8250.52
ENST00000610778	ENSG00000274422	3120.124	3123.374	3121.05	3110.324	3122.013	3123.52
ENST00000412149	ENSG00000234630	351.136	354.394	352.064	341.327	353.043	354.524
ENST00000413293	ENSG00000272779	948.124	951.374	949.05	938.324	950.013	951.52
ENST00000426066	ENSG00000236850	1603.124	1606.374	1604.05	1593.324	1605.013	1606.52
ENST00000390289	ENSG00000211643	206.783	209.78	207.571	196.948	208.442	210.007
ENST00000390290	ENSG00000211644	227.173	230.404	228.087	217.363	229.078	230.537
ENST00000390291	ENSG00000211645	232.153	235.394	233.069	222.347	234.061	235.524
ENST00000436538	ENSG00000225724	1469.124	1472.374	1470.05	1459.324	1471.013	1472.52
ENST00000427632	ENSG00000223350	236.153	239.394	237.069	226.346	238.061	239.524
ENST00000440829	ENSG00000232515	186.524	189.351	187.349	176.736	188.182	189.569
ENST00000390293	ENSG00000211647	197.069	199.992	197.855	187.258	198.748	200.226
ENST00000390294	ENSG00000211648	234.153	237.394	235.069	224.346	236.061	237.524
ENST00000453999	ENSG00000237428	1388.124	1391.374	1389.05	1378.324	1390.013	1391.52
ENST00000390295	ENSG00000211649	212.55	215.682	213.438	202.746	214.284	215.893
ENST00000443400	ENSG00000232603	125.243	127.53	126.053	116.972	126.441	127.446
ENST00000390296	ENSG00000211650	224.237	227.448	225.136	214.419	226.106	227.623
ENST00000390297	ENSG00000211651	294.153	297.394	295.067	284.327	296.05	297.524
ENST00000390298	ENSG00000211652	212.55	215.682	213.438	202.746	214.284	215.893
ENST00000522485	ENSG00000254175	208.709	211.755	209.518	198.88	210.384	211.969
ENST00000518405	ENSG00000254073	22.111	22.441	22.019	19.428	21.961	21.977
ENST00000519790	ENSG00000253818	233.153	236.394	234.069	223.347	235.061	236.524
ENST00000390299	ENSG00000211653	234.153	237.394	235.069	224.346	236.061	237.524
ENST00000438037	ENSG00000224144	812.124	815.388	813.058	802.327	814.035	815.524
ENST00000519982	ENSG00000253889	212.55	215.682	213.438	202.746	214.284	215.893
ENST00000390300	ENSG00000211654	201.903	204.866	202.697	192.112	203.573	205.131
ENST00000390301	ENSG00000211655	220.34	223.532	221.242	210.489	222.184	223.705
ENST00000451224	ENSG00000230821	1478.124	1481.374	1479.05	1468.324	1480.013	1481.52
ENST00000523314	ENSG00000253631	169.441	172.178	170.227	159.897	171.039	172.223
ENST00000419501	ENSG00000226595	158.103	160.901	159.07	148.883	159.666	160.866
ENST00000626650	ENSG00000275004	5548.124	5551.374	5549.05	5538.324	5550.013	5551.52
ENST00000619852	ENSG00000275004	3808.124	3811.374	3809.05	3798.324	3810.013	3811.52
ENST00000613655	ENSG00000275004	3541.124	3544.374	3542.05	3531.324	3543.013	3544.52
ENST00000302097	ENSG00000169548	1975.124	1978.374	1976.05	1965.324	1977.013	1978.52
ENST00000398743	ENSG00000185686	2023.124	2026.374	2024.05	2013.324	2025.013	2026.52
ENST00000492657	ENSG00000185686	2658.124	2661.374	2659.05	2648.324	2660.013	2661.52
ENST00000398741	ENSG00000185686	2029.124	2032.374	2030.05	2019.324	2031.013	2032.52
ENST00000543184	ENSG00000185686	2585.124	2588.374	2586.05	2575.324	2587.013	2588.52
ENST00000405655	ENSG00000185686	2006.124	2009.374	2007.05	1996.324	2008.013	2009.52
ENST00000402697	ENSG00000185686	1884.124	1887.374	1885.05	1874.324	1886.013	1887.52
ENST00000439106	ENSG00000185686	718.124	721.388	719.064	708.327	720.035	721.524
ENST00000438888	ENSG00000185686	393.124	396.394	394.064	383.327	395.035	396.524
ENST00000420709	ENSG00000185686	532.124	535.394	533.064	522.327	534.035	535.524
ENST00000476336	ENSG00000185686	416.124	419.394	417.064	406.327	418.035	419.524
ENST00000485532	ENSG00000185686	536.124	539.394	537.064	526.327	538.035	539.524
ENST00000406503	ENSG00000185686	567.124	570.388	568.064	557.327	569.035	570.524
ENST00000442481	ENSG00000185686	408.124	411.394	409.064	398.327	410.035	411.524
ENST00000403441	ENSG00000185686	394.124	397.394	395.064	384.327	396.035	397.524
ENST00000407120	ENSG00000220891	2938.124	2941.374	2939.05	2928.324	2940.013	2941.52
ENST00000490007	ENSG00000253120	117.124	119.368	118.002	108.957	118.269	119.269
ENST00000390302	ENSG00000211656	239.153	242.394	240.069	229.345	241.061	242.524
ENST00000390303	ENSG00000211657	210.631	213.717	211.477	200.805	212.322	213.935
ENST00000523713	ENSG00000253920	129.894	132.173	130.636	121.469	131.04	132.085
ENST00000524362	ENSG00000253329	130.825	133.093	131.542	122.348	131.971	133.024
ENST00000506079	ENSG00000215456	653.124	656.388	654.064	643.327	655.035	656.524
ENST00000402027	ENSG00000183169	1761.124	1764.374	1762.05	1751.324	1763.013	1764.52
ENST00000605258	ENSG00000183169	1662.124	1665.374	1663.05	1652.324	1664.013	1665.52
ENST00000618722	ENSG00000100121	874.124	877.374	875.05	864.324	876.013	877.52
ENST00000613850	ENSG00000100121	800.124	803.388	801.058	790.327	802.035	803.524
ENST00000417145	ENSG00000100121	779.124	782.388	780.058	769.327	781.035	782.524
ENST00000480559	ENSG00000100121	484.124	487.394	485.064	474.327	486.035	487.524
ENST00000448514	ENSG00000100121	505.124	508.394	506.064	495.327	507.035	508.524
ENST00000520084	ENSG00000253338	83.661	85.699	84.538	76.671	84.532	85.183
ENST00000520681	ENSG00000253451	136.272	138.557	136.953	127.582	137.503	138.484
ENST00000390304	ENSG00000211658	204.836	207.808	205.62	195.013	206.485	208.064
ENST00000520756	ENSG00000253913	134.476	136.774	135.155	125.851	135.683	136.658
ENST00000521893	ENSG00000253779	87.826	89.79	88.668	80.589	88.728	89.354
ENST00000390305	ENSG00000211659	207.747	210.768	208.544	197.916	209.416	210.986
ENST00000418731	ENSG00000232350	20.686	20.924	20.528	18.166	20.51	20.515
ENST00000438185	ENSG00000223999	278.153	281.394	279.067	268.331	280.06	281.524
ENST00000517477	ENSG00000253822	48.577	49.937	49.076	43.423	48.753	49.453
ENST00000390306	ENSG00000211660	329.153	332.394	330.067	319.327	331.05	332.524
ENST00000521183	ENSG00000253546	58.321	59.771	58.991	52.482	58.654	59.242
ENST00000390307	ENSG00000211661	236.153	239.394	237.069	226.346	238.061	239.524
ENST00000390308	ENSG00000211662	429.124	432.394	430.064	419.327	431.035	432.524
ENST00000519296	ENSG00000254240	12.873	12.905	12.635	11.572	12.557	12.479
ENST00000390309	ENSG00000211663	204.836	207.808	205.62	195.013	206.485	208.064
ENST00000620749	ENSG00000278667	194.143	197.093	194.966	184.389	195.853	197.304
ENST00000390310	ENSG00000211664	201.903	204.866	202.697	192.112	203.573	205.131
ENST00000519099	ENSG00000253152	83.661	85.699	84.538	76.671	84.532	85.183
ENST00000390311	ENSG00000211665	202.882	205.848	203.664	193.082	204.535	206.113
ENST00000518356	ENSG00000253786	83.661	85.699	84.538	76.671	84.532	85.183
ENST00000390312	ENSG00000211666	229.157	232.395	230.07	219.353	231.064	232.524
ENST00000518475	ENSG00000253590	67.163	68.877	67.872	60.927	67.734	68.288
ENST00000390313	ENSG00000211667	188.433	191.281	189.273	178.645	190.1	191.521
ENST00000415642	ENSG00000231392	28.113	28.889	28.287	24.996	28.302	28.243
ENST00000616239	ENSG00000275772	833.124	836.374	834.05	823.324	835.013	836.52
ENST00000390314	ENSG00000211668	227.173	230.404	228.087	217.363	229.078	230.537
ENST00000618197	ENSG00000274381	118.903	121.152	119.79	110.734	120.09	121.093
ENST00000390315	ENSG00000211669	213.514	216.666	214.417	203.722	215.27	216.868
ENST00000423259	ENSG00000226477	93.763	95.651	94.519	86.166	94.624	95.311
ENST00000390316	ENSG00000211670	288.153	291.394	289.067	278.327	290.05	291.524
ENST00000620395	ENSG00000278196	348.136	351.394	349.064	338.327	350.043	351.524
ENST00000385101	ENSG00000278196	96	96	96	96	96	96
ENST00000458673	ENSG00000237127	91.228	93.155	92.004	83.724	92.072	92.744
ENST00000522952	ENSG00000254077	106.612	108.631	107.384	98.648	107.632	108.513
ENST00000523937	ENSG00000253448	88.684	90.629	89.508	81.365	89.565	90.187
ENST00000522922	ENSG00000253234	111.847	113.976	112.695	103.702	112.958	113.831
ENST00000432300	ENSG00000226420	83.661	85.699	84.538	76.671	84.532	85.183
ENST00000390318	ENSG00000211672	230.155	233.394	231.069	220.351	232.061	233.524
ENST00000519345	ENSG00000253963	71.679	73.57	72.425	65.273	72.423	72.975
ENST00000390319	ENSG00000211673	225.213	228.427	226.121	215.396	227.096	228.591
ENST00000577998	ENSG00000264824	5.932	5.995	5.913	5.66	5.963	5.953
ENST00000526893	ENSG00000254709	877.124	880.374	878.05	867.324	879.013	880.52
ENST00000532223	ENSG00000254709	1162.124	1165.374	1163.05	1152.324	1164.013	1165.52
ENST00000531372	ENSG00000254709	709.124	712.388	710.064	699.327	711.035	712.524
ENST00000390320	ENSG00000211674	11.628	11.669	11.512	10.556	11.309	11.341
ENST00000390321	ENSG00000211675	287.153	290.394	288.067	277.327	289.05	290.524
ENST00000390322	ENSG00000211676	34.983	35.859	35.096	30.874	35.029	35.232
ENST00000390323	ENSG00000211677	289.153	292.394	290.067	279.327	291.05	292.524
ENST00000390324	ENSG00000211678	35.597	36.472	35.687	31.412	35.648	35.846
ENST00000390325	ENSG00000211679	289.153	292.394	290.067	279.327	291.05	292.524
ENST00000390326	ENSG00000211680	33	33	33	33	33	33
ENST00000517690	ENSG00000254029	86.978	88.959	87.835	79.81	87.893	88.533
ENST00000390327	ENSG00000211681	72	72	72	72	72	72
ENST00000519670	ENSG00000254030	126.179	128.463	126.965	117.879	127.369	128.356
ENST00000390328	ENSG00000211682	70	70	70	70	70	70
ENST00000410078	ENSG00000222037	147.932	150.633	148.898	139.045	149.472	150.554
ENST00000390330	ENSG00000211684	46	46	46	46	46	46
ENST00000390331	ENSG00000211685	268.153	271.394	269.067	258.331	270.061	271.524
ENST00000415639	ENSG00000237472	149.785	152.492	150.739	140.824	151.33	152.432
ENST00000420944	ENSG00000223679	95.44	97.337	96.227	87.792	96.346	97.03
ENST00000216036	ENSG00000100218	1118.124	1121.374	1119.05	1108.324	1120.013	1121.52
ENST00000615612	ENSG00000128266	3160.124	3163.374	3161.05	3150.324	3162.013	3163.52
ENST00000492538	ENSG00000128266	479.124	482.394	480.064	469.327	481.035	482.524
ENST00000479571	ENSG00000128266	408.124	411.394	409.064	398.327	410.035	411.524
ENST00000421213	ENSG00000100218	153.448	156.228	154.458	144.385	155.02	156.191
ENST00000439064	ENSG00000100218	522.124	525.394	523.064	512.327	524.035	525.524
ENST00000635920	ENSG00000283438	110.978	113.07	111.822	102.849	112.079	112.936
ENST00000452757	ENSG00000100218	336.153	339.394	337.064	326.327	338.049	339.524
ENST00000406876	ENSG00000100218	346.136	349.394	347.064	336.327	348.043	349.524
ENST00000459276	ENSG00000275635	60	60	60	60	60	60
ENST00000263116	ENSG00000100228	3655.124	3658.374	3656.05	3645.324	3657.013	3658.52
ENST00000341989	ENSG00000100228	763.124	766.388	764.058	753.327	765.035	766.524
ENST00000420895	ENSG00000100228	381.124	384.394	382.064	371.327	383.035	384.524
ENST00000479188	ENSG00000186716	485.124	488.394	486.064	475.327	487.035	488.524
ENST00000412037	ENSG00000236794	92.921	94.824	93.67	85.356	93.759	94.457
ENST00000305877	ENSG00000186716	6909.124	6912.374	6910.05	6899.324	6911.013	6912.52
ENST00000359540	ENSG00000186716	4535.124	4538.374	4536.05	4525.324	4537.013	4538.52
ENST00000398512	ENSG00000186716	4854.124	4857.374	4855.05	4844.324	4856.013	4857.52
ENST00000463770	ENSG00000186716	30.914	31.706	31.082	27.359	31.004	31.05
ENST00000487679	ENSG00000186716	73.229	75.144	73.986	66.749	73.98	74.58
ENST00000480973	ENSG00000186716	362.124	365.394	363.064	352.327	364.043	365.524
ENST00000427791	ENSG00000186716	598.124	601.388	599.064	588.327	600.035	601.524
ENST00000467969	ENSG00000240160	123.403	125.705	124.246	115.164	124.601	125.639
ENST00000426721	ENSG00000230701	2066.124	2069.374	2067.05	2056.324	2068.013	2069.52
ENST00000487968	ENSG00000186716	2697.124	2700.374	2698.05	2687.324	2699.013	2700.52
ENST00000466076	ENSG00000186716	322.153	325.394	323.067	312.327	324.05	325.524
ENST00000419722	ENSG00000186716	615.124	618.388	616.064	605.327	617.035	618.524
ENST00000471452	ENSG00000186716	465.124	468.394	466.064	455.327	467.035	468.524
ENST00000478978	ENSG00000186716	290.153	293.394	291.067	280.327	292.05	293.524
ENST00000475025	ENSG00000186716	390.124	393.394	391.064	380.327	392.035	393.524
ENST00000436990	ENSG00000186716	4015.124	4018.374	4016.05	4005.324	4017.013	4018.52
ENST00000458056	ENSG00000186716	605.124	608.388	606.064	595.327	607.035	608.524
ENST00000440602	ENSG00000214526	212.55	215.682	213.438	202.746	214.284	215.893
ENST00000450776	ENSG00000236611	175.157	177.845	175.877	165.464	176.749	177.954
ENST00000400418	ENSG00000215478	686.124	689.388	687.064	676.327	688.035	689.524
ENST00000422151	ENSG00000215478	185.569	188.385	186.387	175.786	187.222	188.598
ENST00000431237	ENSG00000215478	476.124	479.394	477.064	466.327	478.035	479.524
ENST00000415114	ENSG00000215478	801.124	804.388	802.058	791.327	803.035	804.524
ENST00000424029	ENSG00000215478	125.243	127.53	126.053	116.972	126.441	127.446
ENST00000255890	ENSG00000133519	2209.124	2212.374	2210.05	2199.324	2211.013	2212.52
ENST00000433168	ENSG00000133519	2136.124	2139.374	2137.05	2126.324	2138.013	2139.52
ENST00000420968	ENSG00000133519	1563.124	1566.374	1564.05	1553.324	1565.013	1566.52
ENST00000456279	ENSG00000133519	262.153	265.394	263.067	252.331	264.061	265.524
ENST00000512987	ENSG00000248409	456.124	459.394	457.064	446.327	458.035	459.524
ENST00000418264	ENSG00000133519	1230.124	1233.374	1231.05	1220.324	1232.013	1233.52
ENST00000449711	ENSG00000234928	744.124	747.388	745.058	734.327	746.035	747.524
ENST00000428415	ENSG00000234928	166.62	169.354	167.445	157.137	168.193	169.382
ENST00000454268	ENSG00000227755	468.124	471.394	469.064	458.327	470.035	471.524
ENST00000457193	ENSG00000227755	413.124	416.394	414.064	403.327	415.035	416.524
ENST00000426024	ENSG00000227755	28.113	28.889	28.287	24.996	28.302	28.243
ENST00000320372	ENSG00000178248	1405.124	1408.374	1406.05	1395.324	1407.013	1408.52
ENST00000432249	ENSG00000225413	304.153	307.394	305.067	294.327	306.05	307.524
ENST00000629869	ENSG00000280623	803.124	806.388	804.058	793.327	805.035	806.524
ENST00000626825	ENSG00000280623	904.124	907.374	905.05	894.324	906.013	907.52
ENST00000627127	ENSG00000280623	3762.124	3765.374	3763.05	3752.324	3764.013	3765.52
ENST00000454863	ENSG00000224277	396.124	399.394	397.064	386.327	398.035	399.524
ENST00000458318	ENSG00000224277	260.153	263.394	261.067	250.331	262.061	263.524
ENST00000249053	ENSG00000128322	543.124	546.388	544.064	533.327	545.035	546.524
ENST00000330377	ENSG00000128322	728.124	731.388	729.064	718.327	730.035	731.524
ENST00000438703	ENSG00000128322	481.124	484.394	482.064	471.327	483.035	484.524
ENST00000608615	ENSG00000272733	908.124	911.374	909.05	898.324	910.013	911.52
ENST00000614827	ENSG00000278655	208.709	211.755	209.518	198.88	210.384	211.969
ENST00000317749	ENSG00000189269	1127.124	1130.374	1128.05	1117.324	1129.013	1130.52
