transcript_id	gene_id	gene_name
ENST00000411892	ENSG00000099901	RANBP1
ENST00000467920	ENSG00000099901	RANBP1
ENST00000416427	ENSG00000099901	RANBP1
ENST00000421656	ENSG00000099901	RANBP1
ENST00000423859	ENSG00000099901	RANBP1
ENST00000418705	ENSG00000099901	RANBP1
ENST00000448394	ENSG00000099901	RANBP1
ENST00000486575	ENSG00000099901	RANBP1
ENST00000578179	ENSG00000264346	SNORA77
ENST00000436518	ENSG00000099904	ZDHHC8
ENST00000334554	ENSG00000099904	ZDHHC8
ENST00000320602	ENSG00000099904	ZDHHC8
ENST00000405930	ENSG00000099904	ZDHHC8
ENST00000468112	ENSG00000099904	ZDHHC8
ENST00000469212	ENSG00000099904	ZDHHC8
ENST00000472497	ENSG00000099904	ZDHHC8
ENST00000439765	ENSG00000234409	CCDC188
ENST00000444532	ENSG00000234409	CCDC188
ENST00000506039	ENSG00000249923	XXbac-B444P24.8
ENST00000609602	ENSG00000236499	LINC00896
ENST00000423736	ENSG00000236499	LINC00896
ENST00000416372	ENSG00000040608	RTN4R
ENST00000043402	ENSG00000040608	RTN4R
ENST00000425986	ENSG00000040608	RTN4R
ENST00000469601	ENSG00000040608	RTN4R
ENST00000474642	ENSG00000040608	RTN4R
ENST00000463936	ENSG00000040608	RTN4R
ENST00000408112	ENSG00000221039	MIR1286
ENST00000438948	ENSG00000161132	XXbac-B444P24.10
ENST00000248879	ENSG00000128185	DGCR6L
ENST00000405465	ENSG00000128185	DGCR6L
ENST00000443409	ENSG00000128185	DGCR6L
ENST00000608275	ENSG00000273343	XXbac-B444P24.13
ENST00000609632	ENSG00000273139	XXbac-B444P24.14
ENST00000617303	ENSG00000188280	AC007731.1
ENST00000583722	ENSG00000188280	AC007731.1
ENST00000610338	ENSG00000188280	AC007731.1
ENST00000458154	ENSG00000235578	XXbac-B33L19.4
ENST00000486536	ENSG00000161133	USP41
ENST00000292729	ENSG00000161133	USP41
ENST00000454608	ENSG00000161133	USP41
ENST00000470202	ENSG00000161133	USP41
ENST00000400451	ENSG00000185252	ZNF74
ENST00000611540	ENSG00000185252	ZNF74
ENST00000403682	ENSG00000185252	ZNF74
ENST00000357502	ENSG00000185252	ZNF74
ENST00000493734	ENSG00000185252	ZNF74
ENST00000420626	ENSG00000185252	ZNF74
ENST00000437275	ENSG00000185252	ZNF74
ENST00000405993	ENSG00000185252	ZNF74
ENST00000476678	ENSG00000185252	ZNF74
ENST00000384613	ENSG00000207343	RNU6-225P
ENST00000622235	ENSG00000244486	SCARF2
ENST00000623402	ENSG00000244486	SCARF2
ENST00000494535	ENSG00000244486	SCARF2
ENST00000429594	ENSG00000277971	XXbac-B562F10.12
ENST00000328879	ENSG00000099910	KLHL22
ENST00000487090	ENSG00000099910	KLHL22
ENST00000479601	ENSG00000099910	KLHL22
ENST00000451553	ENSG00000099910	KLHL22
ENST00000444967	ENSG00000099910	KLHL22
ENST00000458248	ENSG00000099910	KLHL22
ENST00000443285	ENSG00000099910	KLHL22
ENST00000494929	ENSG00000099910	KLHL22
ENST00000431430	ENSG00000099910	KLHL22
ENST00000470335	ENSG00000099910	KLHL22
ENST00000490556	ENSG00000099910	KLHL22
ENST00000423364	ENSG00000099910	KLHL22
ENST00000426448	ENSG00000215493	XXbac-B562F10.11
ENST00000532431	ENSG00000255156	RNY1P9
ENST00000365046	ENSG00000201916	Y_RNA
ENST00000493791	ENSG00000242876	RN7SL812P
ENST00000436075	ENSG00000236670	KRT18P5
ENST00000445987	ENSG00000099917	MED15
ENST00000444094	ENSG00000099917	MED15
ENST00000486656	ENSG00000099917	MED15
ENST00000414658	ENSG00000099917	MED15
ENST00000433831	ENSG00000099917	MED15
ENST00000432052	ENSG00000099917	MED15
ENST00000292733	ENSG00000099917	MED15
ENST00000263205	ENSG00000099917	MED15
ENST00000477824	ENSG00000099917	MED15
ENST00000406969	ENSG00000099917	MED15
ENST00000382974	ENSG00000099917	MED15
ENST00000441501	ENSG00000099917	MED15
ENST00000438962	ENSG00000099917	MED15
ENST00000445189	ENSG00000099917	MED15
ENST00000451058	ENSG00000099917	MED15
ENST00000473028	ENSG00000099917	MED15
ENST00000457322	ENSG00000099917	MED15
ENST00000428629	ENSG00000099917	MED15
ENST00000424287	ENSG00000099917	MED15
ENST00000423862	ENSG00000099917	MED15
ENST00000420849	ENSG00000099917	MED15
ENST00000487550	ENSG00000099917	MED15
ENST00000476767	ENSG00000099917	MED15
ENST00000492381	ENSG00000099917	MED15
ENST00000478831	ENSG00000099917	MED15
ENST00000489651	ENSG00000099917	MED15
ENST00000473244	ENSG00000099917	MED15
ENST00000493216	ENSG00000099917	MED15
ENST00000476187	ENSG00000099917	MED15
ENST00000461076	ENSG00000099917	MED15
ENST00000436496	ENSG00000099917	MED15
ENST00000420225	ENSG00000236003	AC007050.17
ENST00000508880	ENSG00000250261	CCDC74BP1
ENST00000416717	ENSG00000223553	SMPD4P1
ENST00000443839	ENSG00000223553	SMPD4P1
ENST00000433066	ENSG00000223553	SMPD4P1
ENST00000614590	ENSG00000276427	IGLL4P
ENST00000447821	ENSG00000238125	SLC9A3P2
ENST00000411545	ENSG00000229107	ABHD17AP4
ENST00000427789	ENSG00000217261	POM121L4P
ENST00000412250	ENSG00000217261	POM121L4P
ENST00000514371	ENSG00000235062	BCRP5
ENST00000450925	ENSG00000226287	TMEM191A
ENST00000637163	ENSG00000226287	TMEM191A
ENST00000436618	ENSG00000226287	TMEM191A
ENST00000442222	ENSG00000226287	TMEM191A
ENST00000445836	ENSG00000226287	TMEM191A
ENST00000452055	ENSG00000226287	TMEM191A
ENST00000414022	ENSG00000226287	TMEM191A
ENST00000454833	ENSG00000226287	TMEM191A
ENST00000419950	ENSG00000226287	TMEM191A
ENST00000422715	ENSG00000226287	TMEM191A
ENST00000428752	ENSG00000226287	TMEM191A
ENST00000255882	ENSG00000241973	PI4KA
ENST00000492581	ENSG00000241973	PI4KA
ENST00000477245	ENSG00000241973	PI4KA
ENST00000466772	ENSG00000241973	PI4KA
ENST00000399213	ENSG00000241973	PI4KA
ENST00000482030	ENSG00000241973	PI4KA
ENST00000466394	ENSG00000241973	PI4KA
ENST00000489966	ENSG00000241973	PI4KA
ENST00000485123	ENSG00000241973	PI4KA
ENST00000462210	ENSG00000241973	PI4KA
ENST00000477368	ENSG00000241973	PI4KA
ENST00000494113	ENSG00000241973	PI4KA
ENST00000475414	ENSG00000241973	PI4KA
ENST00000466162	ENSG00000241973	PI4KA
ENST00000484220	ENSG00000241973	PI4KA
ENST00000485963	ENSG00000241973	PI4KA
ENST00000485950	ENSG00000241973	PI4KA
ENST00000449120	ENSG00000241973	PI4KA
ENST00000215727	ENSG00000099937	SERPIND1
ENST00000406799	ENSG00000099937	SERPIND1
ENST00000215730	ENSG00000099940	SNAP29
ENST00000490458	ENSG00000099940	SNAP29
ENST00000439214	ENSG00000099940	SNAP29
ENST00000608856	ENSG00000272600	AC007308.7
ENST00000354336	ENSG00000099942	CRKL
ENST00000411769	ENSG00000099942	CRKL
ENST00000444039	ENSG00000237476	XXbac-B135H6.15
ENST00000399167	ENSG00000183773	AIFM3
ENST00000399163	ENSG00000183773	AIFM3
ENST00000417515	ENSG00000183773	AIFM3
ENST00000467926	ENSG00000183773	AIFM3
ENST00000441376	ENSG00000183773	AIFM3
ENST00000479523	ENSG00000183773	AIFM3
ENST00000472575	ENSG00000183773	AIFM3
ENST00000495869	ENSG00000183773	AIFM3
ENST00000434714	ENSG00000183773	AIFM3
ENST00000426113	ENSG00000183773	AIFM3
ENST00000468124	ENSG00000183773	AIFM3
ENST00000484206	ENSG00000183773	AIFM3
ENST00000405089	ENSG00000183773	AIFM3
ENST00000496097	ENSG00000183773	AIFM3
ENST00000440238	ENSG00000183773	AIFM3
ENST00000465606	ENSG00000183773	AIFM3
ENST00000483107	ENSG00000183773	AIFM3
ENST00000486003	ENSG00000183773	AIFM3
ENST00000479606	ENSG00000099949	LZTR1
ENST00000215739	ENSG00000099949	LZTR1
ENST00000414985	ENSG00000099949	LZTR1
ENST00000493460	ENSG00000099949	LZTR1
ENST00000443265	ENSG00000099949	LZTR1
ENST00000480895	ENSG00000099949	LZTR1
ENST00000497716	ENSG00000099949	LZTR1
ENST00000461510	ENSG00000099949	LZTR1
ENST00000492480	ENSG00000099949	LZTR1
ENST00000415354	ENSG00000099949	LZTR1
ENST00000495142	ENSG00000099949	LZTR1
ENST00000491432	ENSG00000099949	LZTR1
ENST00000439171	ENSG00000099949	LZTR1
ENST00000464807	ENSG00000099949	LZTR1
ENST00000452988	ENSG00000099949	LZTR1
ENST00000463909	ENSG00000099949	LZTR1
ENST00000498649	ENSG00000099949	LZTR1
ENST00000415817	ENSG00000099949	LZTR1
ENST00000610278	ENSG00000272829	XXbac-B135H6.18
ENST00000498406	ENSG00000184436	THAP7
ENST00000215742	ENSG00000184436	THAP7
ENST00000471073	ENSG00000184436	THAP7
ENST00000399133	ENSG00000184436	THAP7
ENST00000476667	ENSG00000184436	THAP7
ENST00000466670	ENSG00000184436	THAP7
ENST00000488975	ENSG00000184436	THAP7
ENST00000471723	ENSG00000184436	THAP7
ENST00000436079	ENSG00000230513	THAP7-AS1
ENST00000429962	ENSG00000230513	THAP7-AS1
ENST00000452284	ENSG00000230513	THAP7-AS1
ENST00000442739	ENSG00000161149	TUBA3FP
ENST00000422086	ENSG00000161149	TUBA3FP
ENST00000292748	ENSG00000161149	TUBA3FP
ENST00000591411	ENSG00000099957	P2RX6
ENST00000413302	ENSG00000099957	P2RX6
ENST00000442475	ENSG00000099957	P2RX6
ENST00000401443	ENSG00000099957	P2RX6
ENST00000469722	ENSG00000099957	P2RX6
ENST00000452228	ENSG00000099957	P2RX6
ENST00000432930	ENSG00000099957	P2RX6
ENST00000422210	ENSG00000099957	P2RX6
ENST00000487342	ENSG00000099957	P2RX6
ENST00000403586	ENSG00000099960	SLC7A4
ENST00000382932	ENSG00000099960	SLC7A4
ENST00000426145	ENSG00000099960	SLC7A4
ENST00000450652	ENSG00000226872	AC002472.11
ENST00000384843	ENSG00000207575	MIR649
ENST00000439119	ENSG00000206145	P2RX6P
ENST00000450626	ENSG00000206145	P2RX6P
ENST00000497328	ENSG00000187905	LRRC74B
ENST00000473769	ENSG00000187905	LRRC74B
ENST00000442047	ENSG00000187905	LRRC74B
ENST00000469766	ENSG00000187905	LRRC74B
ENST00000410028	ENSG00000249680	TUBA3GP
ENST00000461808	ENSG00000169668	BCRP2
ENST00000624908	ENSG00000169668	BCRP2
ENST00000447763	ENSG00000169668	BCRP2
ENST00000398241	ENSG00000169668	BCRP2
ENST00000420508	ENSG00000197210	KB-1592A4.15
ENST00000329949	ENSG00000239511	POM121L7
ENST00000420708	ENSG00000224688	E2F6P2
ENST00000451257	ENSG00000215498	FAM230B
ENST00000415376	ENSG00000215498	FAM230B
ENST00000420583	ENSG00000215498	FAM230B
ENST00000415704	ENSG00000215498	FAM230B
ENST00000421576	ENSG00000215498	FAM230B
ENST00000446717	ENSG00000215498	FAM230B
ENST00000430463	ENSG00000215498	FAM230B
ENST00000424410	ENSG00000215498	FAM230B
ENST00000440315	ENSG00000215498	FAM230B
ENST00000417463	ENSG00000234503	KB-1592A4.14
ENST00000405188	ENSG00000133475	GGT2
ENST00000401924	ENSG00000133475	GGT2
ENST00000424627	ENSG00000133475	GGT2
ENST00000637734	ENSG00000283145	KB-1592A4.16
ENST00000441743	ENSG00000226885	E2F6P3
ENST00000417732	ENSG00000229266	POM121L8P
ENST00000510112	ENSG00000169662	BCRP6
ENST00000447720	ENSG00000206142	KB-1183D5.13
ENST00000436681	ENSG00000206142	KB-1183D5.13
ENST00000416615	ENSG00000206142	KB-1183D5.13
ENST00000416405	ENSG00000206142	KB-1183D5.13
ENST00000453273	ENSG00000206142	KB-1183D5.13
ENST00000431488	ENSG00000206142	KB-1183D5.13
ENST00000451574	ENSG00000206142	KB-1183D5.13
ENST00000452952	ENSG00000206142	KB-1183D5.13
ENST00000411581	ENSG00000206142	KB-1183D5.13
ENST00000434730	ENSG00000237407	KB-1183D5.14
ENST00000416640	ENSG00000232771	PPP1R26P5
ENST00000624642	ENSG00000279920	KB-1183D5.18
ENST00000422450	ENSG00000226534	KB-1183D5.16
ENST00000617743	ENSG00000273846	Metazoa_SRP
ENST00000620804	ENSG00000274600	RIMBP3B
ENST00000363187	ENSG00000200057	RN7SKP63
ENST00000516211	ENSG00000252020	SCARNA17
ENST00000621315	ENSG00000275840	Metazoa_SRP
ENST00000407464	ENSG00000169635	HIC2
ENST00000407598	ENSG00000169635	HIC2
ENST00000443632	ENSG00000169635	HIC2
ENST00000612964	ENSG00000276800	Metazoa_SRP
ENST00000456303	ENSG00000206140	TMEM191C
ENST00000545656	ENSG00000206140	TMEM191C
ENST00000621561	ENSG00000206140	TMEM191C
ENST00000415764	ENSG00000206140	TMEM191C
ENST00000432134	ENSG00000206140	TMEM191C
ENST00000449424	ENSG00000206140	TMEM191C
ENST00000456153	ENSG00000206140	TMEM191C
ENST00000453397	ENSG00000206140	TMEM191C
ENST00000413877	ENSG00000206140	TMEM191C
ENST00000417708	ENSG00000206140	TMEM191C
ENST00000427147	ENSG00000206140	TMEM191C
ENST00000425458	ENSG00000206140	TMEM191C
ENST00000446867	ENSG00000206140	TMEM191C
ENST00000536718	ENSG00000206140	TMEM191C
ENST00000486209	ENSG00000183506	PI4KAP2
ENST00000470274	ENSG00000183506	PI4KAP2
ENST00000477296	ENSG00000183506	PI4KAP2
ENST00000463608	ENSG00000183506	PI4KAP2
ENST00000462560	ENSG00000183506	PI4KAP2
ENST00000450651	ENSG00000183506	PI4KAP2
ENST00000360806	ENSG00000183506	PI4KAP2
ENST00000494740	ENSG00000183506	PI4KAP2
ENST00000480319	ENSG00000183506	PI4KAP2
ENST00000467443	ENSG00000183506	PI4KAP2
ENST00000479693	ENSG00000183506	PI4KAP2
ENST00000491562	ENSG00000183506	PI4KAP2
ENST00000476537	ENSG00000183506	PI4KAP2
ENST00000516334	ENSG00000252143	SCARNA17
ENST00000410420	ENSG00000222352	RN7SKP221
ENST00000331505	ENSG00000183246	RIMBP3C
ENST00000433039	ENSG00000183246	RIMBP3C
ENST00000458578	ENSG00000185651	UBE2L3
ENST00000342192	ENSG00000185651	UBE2L3
ENST00000545681	ENSG00000185651	UBE2L3
ENST00000496722	ENSG00000185651	UBE2L3
ENST00000619894	ENSG00000275293	Metazoa_SRP
ENST00000464015	ENSG00000161179	YDJC
ENST00000468686	ENSG00000161179	YDJC
ENST00000292778	ENSG00000161179	YDJC
ENST00000415762	ENSG00000161179	YDJC
ENST00000473985	ENSG00000161179	YDJC
ENST00000482998	ENSG00000161179	YDJC
ENST00000398873	ENSG00000161179	YDJC
ENST00000607942	ENSG00000161180	CCDC116
ENST00000425975	ENSG00000161180	CCDC116
ENST00000292779	ENSG00000161180	CCDC116
ENST00000609038	ENSG00000273342	KB-1440D3.14
ENST00000248958	ENSG00000128228	SDF2L1
ENST00000466935	ENSG00000128228	SDF2L1
ENST00000498589	ENSG00000207751	MIR130B
ENST00000385018	ENSG00000207751	MIR130B
ENST00000390813	ENSG00000212102	MIR301B
ENST00000610143	ENSG00000272954	KB-1440D3.13
ENST00000496819	ENSG00000100023	PPIL2
ENST00000335025	ENSG00000100023	PPIL2
ENST00000398831	ENSG00000100023	PPIL2
ENST00000626352	ENSG00000100023	PPIL2
ENST00000458567	ENSG00000100023	PPIL2
ENST00000417788	ENSG00000100023	PPIL2
ENST00000484439	ENSG00000100023	PPIL2
ENST00000406385	ENSG00000100023	PPIL2
ENST00000498109	ENSG00000100023	PPIL2
ENST00000485930	ENSG00000100023	PPIL2
ENST00000446951	ENSG00000100023	PPIL2
ENST00000462188	ENSG00000100023	PPIL2
ENST00000339468	ENSG00000100027	YPEL1
ENST00000477675	ENSG00000100027	YPEL1
ENST00000403503	ENSG00000100027	YPEL1
ENST00000496490	ENSG00000244671	RN7SL280P
ENST00000215832	ENSG00000100030	MAPK1
ENST00000491588	ENSG00000100030	MAPK1
ENST00000398822	ENSG00000100030	MAPK1
ENST00000544786	ENSG00000100030	MAPK1
ENST00000364115	ENSG00000200985	RNA5SP493
ENST00000435222	ENSG00000225544	KB-1027C11.4
ENST00000263212	ENSG00000100034	PPM1F
ENST00000407142	ENSG00000100034	PPM1F
ENST00000496143	ENSG00000100034	PPM1F
ENST00000484588	ENSG00000100034	PPM1F
ENST00000397495	ENSG00000100034	PPM1F
ENST00000445205	ENSG00000100034	PPM1F
ENST00000623652	ENSG00000100034	PPM1F
ENST00000424647	ENSG00000100034	PPM1F
ENST00000486259	ENSG00000100034	PPM1F
ENST00000497072	ENSG00000100034	PPM1F
ENST00000458178	ENSG00000224086	LL22NC03-86G7.1
ENST00000357179	ENSG00000100038	TOP3B
ENST00000457270	ENSG00000100038	TOP3B
ENST00000457179	ENSG00000100038	TOP3B
ENST00000398793	ENSG00000100038	TOP3B
ENST00000444502	ENSG00000100038	TOP3B
ENST00000436282	ENSG00000100038	TOP3B
ENST00000470338	ENSG00000100038	TOP3B
ENST00000424393	ENSG00000100038	TOP3B
ENST00000487485	ENSG00000100038	TOP3B
ENST00000437929	ENSG00000100038	TOP3B
ENST00000430142	ENSG00000100038	TOP3B
ENST00000489581	ENSG00000100038	TOP3B
ENST00000456075	ENSG00000100038	TOP3B
ENST00000449704	ENSG00000100038	TOP3B
ENST00000442653	ENSG00000100038	TOP3B
ENST00000437103	ENSG00000100038	TOP3B
ENST00000434517	ENSG00000100038	TOP3B
ENST00000419303	ENSG00000197549	PRAMENP
ENST00000337471	ENSG00000197549	PRAMENP
ENST00000548391	ENSG00000197549	PRAMENP
ENST00000523272	ENSG00000253239	IGLVI-70
ENST00000390282	ENSG00000211637	IGLV4-69
ENST00000519525	ENSG00000254355	IGLVI-68
ENST00000620649	ENSG00000278657	LL22NC03-23C6.13
ENST00000423821	ENSG00000249333	LL22NC03-23C6.12
ENST00000519446	ENSG00000253794	IGLV10-67
ENST00000413294	ENSG00000228161	LL22NC03-23C6.15
ENST00000521832	ENSG00000253874	IGLVIV-66-1
ENST00000523818	ENSG00000254075	IGLVV-66
ENST00000517313	ENSG00000254161	IGLVIV-65
ENST00000518581	ENSG00000253242	IGLVIV-64
ENST00000524184	ENSG00000253752	IGLVI-63
ENST00000518003	ENSG00000253823	IGLV1-62
ENST00000611529	ENSG00000275361	LL22NC03-88E1.18
ENST00000390283	ENSG00000211638	IGLV8-61
ENST00000444224	ENSG00000225741	LL22NC03-88E1.17
ENST00000580133	ENSG00000263366	ABHD17AP5
ENST00000448601	ENSG00000236118	LL22NC03-30E12.10
ENST00000440562	ENSG00000233720	LL22NC03-30E12.11
ENST00000390284	ENSG00000211639	IGLV4-60
ENST00000442890	ENSG00000227710	LL22NC03-30E12.13
ENST00000458366	ENSG00000224465	SOCS2P2
ENST00000520218	ENSG00000254308	IGLVIV-59
ENST00000520445	ENSG00000253637	IGLVV-58
ENST00000431230	ENSG00000236323	BMP6P1
ENST00000390285	ENSG00000211640	IGLV6-57
ENST00000521342	ENSG00000253126	IGLVI-56
ENST00000390286	ENSG00000211641	IGLV11-55
ENST00000390287	ENSG00000211642	IGLV10-54
ENST00000520107	ENSG00000253935	IGLVIV-53
ENST00000420768	ENSG00000228050	TOP3BP1
ENST00000432623	ENSG00000234726	LL22NC03-123E1.5
ENST00000403807	ENSG00000169575	VPREB1
ENST00000302273	ENSG00000169575	VPREB1
ENST00000624350	ENSG00000279278	CH17-264L24.1
ENST00000610778	ENSG00000274422	LL22NC03-2H8.5
ENST00000412149	ENSG00000234630	LL22NC03-2H8.4
ENST00000426066	ENSG00000236850	BMS1P20
ENST00000413293	ENSG00000272779	LL22NC03-80A10.6
ENST00000390289	ENSG00000211643	IGLV5-52
ENST00000390290	ENSG00000211644	IGLV1-51
ENST00000390291	ENSG00000211645	IGLV1-50
ENST00000436538	ENSG00000225724	LL22NC03-80A10.11
ENST00000427632	ENSG00000223350	IGLV9-49
ENST00000440829	ENSG00000232515	LL22NC03-75A1.9
ENST00000390293	ENSG00000211647	IGLV5-48
ENST00000390294	ENSG00000211648	IGLV1-47
ENST00000453999	ENSG00000237428	LL22NC03-22A12.9
ENST00000390295	ENSG00000211649	IGLV7-46
ENST00000443400	ENSG00000232603	LL22NC03-22A12.12
ENST00000390296	ENSG00000211650	IGLV5-45
ENST00000390297	ENSG00000211651	IGLV1-44
ENST00000390298	ENSG00000211652	IGLV7-43
ENST00000522485	ENSG00000254175	IGLVI-42
ENST00000518405	ENSG00000254073	IGLVVII-41-1
ENST00000519790	ENSG00000253818	IGLV1-41
ENST00000390299	ENSG00000211653	IGLV1-40
ENST00000438037	ENSG00000224144	ASH2LP1
ENST00000519982	ENSG00000253889	IGLVI-38
ENST00000390300	ENSG00000211654	IGLV5-37
ENST00000390301	ENSG00000211655	IGLV1-36
ENST00000451224	ENSG00000230821	KB-288A10.17
ENST00000523314	ENSG00000253631	IGLV7-35
ENST00000419501	ENSG00000226595	KB-288A10.19
ENST00000626650	ENSG00000275004	ZNF280B
ENST00000619852	ENSG00000275004	ZNF280B
ENST00000613655	ENSG00000275004	ZNF280B
ENST00000302097	ENSG00000169548	ZNF280A
ENST00000492657	ENSG00000185686	PRAME
ENST00000398743	ENSG00000185686	PRAME
ENST00000398741	ENSG00000185686	PRAME
ENST00000543184	ENSG00000185686	PRAME
ENST00000405655	ENSG00000185686	PRAME
ENST00000402697	ENSG00000185686	PRAME
ENST00000439106	ENSG00000185686	PRAME
ENST00000438888	ENSG00000185686	PRAME
ENST00000420709	ENSG00000185686	PRAME
ENST00000476336	ENSG00000185686	PRAME
ENST00000485532	ENSG00000185686	PRAME
ENST00000406503	ENSG00000185686	PRAME
ENST00000442481	ENSG00000185686	PRAME
ENST00000403441	ENSG00000185686	PRAME
ENST00000407120	ENSG00000220891	LL22NC03-63E9.3
ENST00000490007	ENSG00000253120	IGLV2-34
ENST00000390302	ENSG00000211656	IGLV2-33
ENST00000390303	ENSG00000211657	IGLV3-32
ENST00000523713	ENSG00000253920	IGLV3-31
ENST00000524362	ENSG00000253329	IGLV3-30
ENST00000506079	ENSG00000215456	BCRP4
ENST00000402027	ENSG00000183169	POM121L1P
ENST00000605258	ENSG00000183169	POM121L1P
ENST00000618722	ENSG00000100121	GGTLC2
ENST00000613850	ENSG00000100121	GGTLC2
ENST00000417145	ENSG00000100121	GGTLC2
ENST00000480559	ENSG00000100121	GGTLC2
ENST00000448514	ENSG00000100121	GGTLC2
ENST00000520084	ENSG00000253338	IGLV3-29
ENST00000520681	ENSG00000253451	IGLV2-28
ENST00000390304	ENSG00000211658	IGLV3-27
ENST00000520756	ENSG00000253913	IGLV3-26
ENST00000521893	ENSG00000253779	IGLVVI-25-1
ENST00000390305	ENSG00000211659	IGLV3-25
ENST00000418731	ENSG00000232350	LL22NC03-102D1.16
ENST00000438185	ENSG00000223999	LL22NC03-102D1.18
ENST00000517477	ENSG00000253822	IGLV3-24
ENST00000390306	ENSG00000211660	IGLV2-23
ENST00000521183	ENSG00000253546	IGLVVI-22-1
ENST00000390307	ENSG00000211661	IGLV3-22
ENST00000390308	ENSG00000211662	IGLV3-21
ENST00000519296	ENSG00000254240	IGLVI-20
ENST00000390309	ENSG00000211663	IGLV3-19
ENST00000620749	ENSG00000278667	LL22NC03-48A11.14
ENST00000390310	ENSG00000211664	IGLV2-18
ENST00000519099	ENSG00000253152	IGLV3-17
ENST00000390311	ENSG00000211665	IGLV3-16
ENST00000518356	ENSG00000253786	IGLV3-15
ENST00000390312	ENSG00000211666	IGLV2-14
ENST00000518475	ENSG00000253590	IGLV3-13
ENST00000390313	ENSG00000211667	IGLV3-12
ENST00000415642	ENSG00000231392	LL22NC03-24A12.8
ENST00000616239	ENSG00000275772	LL22NC03-24A12.9
ENST00000390314	ENSG00000211668	IGLV2-11
ENST00000618197	ENSG00000274381	LL22NC03-84E4.13
ENST00000390315	ENSG00000211669	IGLV3-10
ENST00000423259	ENSG00000226477	LL22NC03-84E4.11
ENST00000390316	ENSG00000211670	IGLV3-9
ENST00000620395	ENSG00000278196	IGLV2-8
ENST00000385101	ENSG00000278196	IGLV2-8
ENST00000458673	ENSG00000237127	LL22NC03-84E4.8
ENST00000522952	ENSG00000254077	IGLV3-7
ENST00000523937	ENSG00000253448	IGLV3-6
ENST00000522922	ENSG00000253234	IGLV2-5
ENST00000432300	ENSG00000226420	IGLV3-4
ENST00000390318	ENSG00000211672	IGLV4-3
ENST00000519345	ENSG00000253963	IGLV3-2
ENST00000390319	ENSG00000211673	IGLV3-1
ENST00000577998	ENSG00000264824	MIR5571
ENST00000526893	ENSG00000254709	IGLL5
ENST00000532223	ENSG00000254709	IGLL5
ENST00000531372	ENSG00000254709	IGLL5
ENST00000390320	ENSG00000211674	IGLJ1
ENST00000390321	ENSG00000211675	IGLC1
ENST00000390322	ENSG00000211676	IGLJ2
ENST00000390323	ENSG00000211677	IGLC2
ENST00000390324	ENSG00000211678	IGLJ3
ENST00000390325	ENSG00000211679	IGLC3
ENST00000390326	ENSG00000211680	IGLJ4
ENST00000517690	ENSG00000254029	IGLC4
ENST00000390327	ENSG00000211681	IGLJ5
ENST00000519670	ENSG00000254030	IGLC5
ENST00000390328	ENSG00000211682	IGLJ6
ENST00000410078	ENSG00000222037	IGLC6
ENST00000390330	ENSG00000211684	IGLJ7
ENST00000390331	ENSG00000211685	IGLC7
ENST00000415639	ENSG00000237472	AP000361.2
ENST00000420944	ENSG00000223679	AP000362.1
ENST00000216036	ENSG00000100218	RSPH14
ENST00000421213	ENSG00000100218	RSPH14
ENST00000439064	ENSG00000100218	RSPH14
ENST00000452757	ENSG00000100218	RSPH14
ENST00000406876	ENSG00000100218	RSPH14
ENST00000615612	ENSG00000128266	GNAZ
ENST00000492538	ENSG00000128266	GNAZ
ENST00000479571	ENSG00000128266	GNAZ
ENST00000635920	ENSG00000283438	Metazoa_SRP
ENST00000459276	ENSG00000275635	U7
ENST00000263116	ENSG00000100228	RAB36
ENST00000341989	ENSG00000100228	RAB36
ENST00000420895	ENSG00000100228	RAB36
ENST00000479188	ENSG00000186716	BCR
ENST00000305877	ENSG00000186716	BCR
ENST00000359540	ENSG00000186716	BCR
ENST00000398512	ENSG00000186716	BCR
ENST00000463770	ENSG00000186716	BCR
ENST00000487679	ENSG00000186716	BCR
ENST00000480973	ENSG00000186716	BCR
ENST00000427791	ENSG00000186716	BCR
ENST00000487968	ENSG00000186716	BCR
ENST00000466076	ENSG00000186716	BCR
ENST00000419722	ENSG00000186716	BCR
ENST00000471452	ENSG00000186716	BCR
ENST00000478978	ENSG00000186716	BCR
ENST00000475025	ENSG00000186716	BCR
ENST00000436990	ENSG00000186716	BCR
ENST00000458056	ENSG00000186716	BCR
ENST00000412037	ENSG00000236794	BCRP8
ENST00000467969	ENSG00000240160	RN7SL263P
ENST00000426721	ENSG00000230701	FBXW4P1
ENST00000440602	ENSG00000214526	AP000343.1
ENST00000450776	ENSG00000236611	AP000343.2
ENST00000400418	ENSG00000215478	CES5AP1
ENST00000422151	ENSG00000215478	CES5AP1
ENST00000431237	ENSG00000215478	CES5AP1
ENST00000415114	ENSG00000215478	CES5AP1
ENST00000424029	ENSG00000215478	CES5AP1
ENST00000255890	ENSG00000133519	ZDHHC8P1
ENST00000433168	ENSG00000133519	ZDHHC8P1
ENST00000420968	ENSG00000133519	ZDHHC8P1
ENST00000456279	ENSG00000133519	ZDHHC8P1
ENST00000418264	ENSG00000133519	ZDHHC8P1
ENST00000512987	ENSG00000248409	KB-1269D1.8
ENST00000449711	ENSG00000234928	AP000344.3
ENST00000428415	ENSG00000234928	AP000344.3
ENST00000454268	ENSG00000227755	AP000344.4
ENST00000457193	ENSG00000227755	AP000344.4
