task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
94	ad/991f3e	31330	NFCORE_RNASEQ:RNASEQ:DUPRADAR (HBRRep2)	CACHED	0	2024-10-17 13:56:17.132	10s	7s	112.2%	258.3 MB	3.6 GB	213.1 MB	2.8 MB
61	37/9a2c11	27412	NFCORE_RNASEQ:RNASEQ:DUPRADAR (UHRRep2)	CACHED	0	2024-10-17 13:56:07.852	9.5s	7s	119.6%	284 MB	3.7 GB	234.1 MB	2.8 MB
98	f2/8adad9	31570	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (HBRRep1)	CACHED	0	2024-10-17 13:57:46.478	2.7s	0ms	89.4%	7.7 MB	18.5 MB	2.5 MB	2.5 MB
104	3d/25d39d	31397	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (HBRRep1)	CACHED	0	2024-10-17 13:57:45.780	2.7s	0ms	64.0%	7.6 MB	18.5 MB	2.1 MB	2 MB
80	2f/286a0b	28521	NFCORE_RNASEQ:RNASEQ:DUPRADAR (UHRRep1)	CACHED	0	2024-10-17 13:56:10.996	10.8s	8s	109.0%	256.9 MB	3.6 GB	269.9 MB	2.8 MB
105	e5/7d9570	15922	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (HBRRep1)	CACHED	0	2024-10-17 13:55:32.348	3.1s	1s	130.5%	6.7 MB	219.3 MB	16.4 MB	5.3 KB
106	b8/4ec4f9	24356	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (UHRRep2)	CACHED	0	2024-10-17 13:57:23.646	6.1s	4s	210.7%	150.2 MB	3.2 GB	48.4 MB	80.9 KB
63	0f/cf36a1	2459	NFCORE_RNASEQ:RNASEQ:DUPRADAR (HBRRep1)	CACHED	0	2024-10-17 13:56:25.211	8.5s	5s	120.7%	285.7 MB	3.7 GB	198.9 MB	2.8 MB
108	ee/ad7d15	23932	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (UHRRep2)	CACHED	0	2024-10-17 13:57:22.224	1.4s	1s	80.0%	7.7 MB	18.5 MB	3 MB	2.9 MB
96	1f/b12513	29547	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_REV (HBRRep2)	CACHED	0	2024-10-17 13:56:13.196	4s	1.8s	107.2%	399.2 MB	3.4 GB	23.4 MB	5.9 MB
107	69/663988	30633	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (HBRRep3)	CACHED	0	2024-10-17 13:57:43.885	2.6s	0ms	70.6%	7.6 MB	18.5 MB	2.2 MB	2.2 MB
116	76/448914	11731	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (HBRRep2)	CACHED	0	2024-10-17 13:55:22.752	1.9s	0ms	66.7%	3 MB	4.3 MB	171.1 KB	6.7 KB
110	fa/26c67c	28094	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (UHRRep2)	CACHED	0	2024-10-17 13:57:35.031	6.8s	5s	165.1%	102.1 MB	3.2 GB	47.4 MB	1.6 KB
113	7c/f4e0b4	18235	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (UHRRep3)	CACHED	0	2024-10-17 13:57:05.230	1.6s	0ms	87.7%	7.6 MB	18.5 MB	2.7 MB	2.6 MB
119	c0/e4361f	29462	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (UHRRep2)	CACHED	0	2024-10-17 13:57:40.429	1.9s	0ms	81.4%	7.6 MB	18.5 MB	2.6 MB	2.5 MB
118	c6/e85688	24872	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (UHRRep2)	CACHED	0	2024-10-17 13:57:25.118	4.7s	4s	204.2%	88.2 MB	3.1 GB	38.3 MB	770 B
109	63/37ccd7	16837	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (UHRRep3)	CACHED	0	2024-10-17 13:55:35.440	4.3s	1s	125.9%	7.2 MB	220.7 MB	27.5 MB	214.1 KB
120	01/de1750	15644	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (HBRRep2)	CACHED	0	2024-10-17 13:55:31.553	2.8s	0ms	137.5%	6.5 MB	219.3 MB	19.8 MB	5.3 KB
111	e3/d4d474	12631	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (UHRRep2)	CACHED	0	2024-10-17 13:55:24.673	2.5s	1s	129.9%	6.5 MB	219.3 MB	25 MB	5.3 KB
121	37/d24936	13353	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (UHRRep1)	CACHED	0	2024-10-17 13:55:26.222	3.1s	0ms	132.9%	6.6 MB	219.3 MB	33.6 MB	5.3 KB
115	6d/17fbb4	30894	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (HBRRep3)	CACHED	0	2024-10-17 13:57:44.402	3.3s	0ms	88.4%	7.6 MB	18.5 MB	2.7 MB	2.7 MB
123	70/7fd319	30003	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (HBRRep2)	CACHED	0	2024-10-17 13:57:42.327	2.1s	0ms	75.3%	7.6 MB	18.5 MB	3 MB	2.9 MB
122	f1/2c059a	19212	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (HBRRep3)	CACHED	0	2024-10-17 13:55:43.666	4.2s	0ms	128.6%	6.6 MB	219.3 MB	17.9 MB	5.3 KB
112	42/ae6f54	28145	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (UHRRep2)	CACHED	0	2024-10-17 13:57:35.224	5.2s	3s	239.4%	90.9 MB	3.2 GB	48.9 MB	27.9 KB
126	cb/2d24f7	29943	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (UHRRep1)	CACHED	0	2024-10-17 13:57:42.012	1.9s	0ms	89.3%	7.6 MB	18.5 MB	3.2 MB	3.1 MB
114	a2/014c63	29894	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (UHRRep1)	CACHED	0	2024-10-17 13:57:41.816	1.6s	0ms	81.4%	7.7 MB	18.5 MB	3.7 MB	3.6 MB
124	4a/d6e944	14718	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (UHRRep1)	CACHED	0	2024-10-17 13:55:29.378	2.2s	0ms	57.1%	3 MB	4.3 MB	174.3 KB	6.7 KB
128	74/5a762c	26200	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (UHRRep2)	CACHED	0	2024-10-17 13:57:29.778	5.2s	4s	192.9%	81.2 MB	3.1 GB	42.4 MB	1.2 KB
125	75/8e1375	26246	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (UHRRep2)	CACHED	0	2024-10-17 13:57:29.814	5.4s	4s	236.2%	92.1 MB	3.2 GB	49.1 MB	969.3 KB
130	6f/607574	12801	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (HBRRep3)	CACHED	0	2024-10-17 13:58:28.183	4.5s	3s	215.7%	90.2 MB	3.1 GB	34.7 MB	770 B
129	5c/8d545d	9315	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (HBRRep3)	CACHED	0	2024-10-17 13:58:16.674	6s	4s	177.3%	110 MB	3.2 GB	40.2 MB	1.6 KB
127	62/826da6	30465	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (HBRRep2)	CACHED	0	2024-10-17 13:57:43.437	2.3s	0ms	82.3%	7.6 MB	18.5 MB	2.5 MB	2.4 MB
135	b4/98936a	14962	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (HBRRep3)	CACHED	0	2024-10-17 13:55:30.199	2.1s	0ms	52.7%	3 MB	4.3 MB	171.2 KB	6.7 KB
132	1f/0b3d52	10843	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (HBRRep3)	CACHED	0	2024-10-17 13:58:22.168	4.8s	3s	260.0%	184.5 MB	6.3 GB	41.9 MB	940 KB
140	e2/3c38ec	12434	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (HBRRep3)	CACHED	0	2024-10-17 13:58:26.950	4.9s	4s	203.6%	86.8 MB	3.1 GB	35.2 MB	1.2 KB
136	8f/ba59fa	21634	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (HBRRep1)	CACHED	0	2024-10-17 13:55:50.168	3.3s	0ms	117.6%	7.2 MB	220.7 MB	16.4 MB	209.3 KB
134	76/07380f	15139	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (UHRRep3)	CACHED	0	2024-10-17 13:56:56.963	2.7s	0ms	73.9%	3.4 MB	14.9 MB	9.2 MB	996 KB
139	51/b87eaf	2764	NFCORE_RNASEQ:RNASEQ:SUBREAD_FEATURECOUNTS (UHRRep2)	CACHED	0	2024-10-17 13:56:25.918	5s	1s	145.3%	6 MB	36 MB	54.8 MB	597.1 KB
138	e4/7c6e5a	1865	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (HBRRep1)	CACHED	0	2024-10-17 13:57:52.651	2.3s	0ms	86.3%	9.7 MB	24.5 MB	6.1 MB	702.5 KB
117	18/191237	26941	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (UHRRep2)	CACHED	0	2024-10-17 13:57:31.521	10.5s	9s	155.9%	120.1 MB	3.2 GB	49.4 MB	8.5 MB
155	8d/d016af	2744	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (UHRRep1)	CACHED	0	2024-10-17 13:57:54.671	13.1s	11s	144.9%	124.1 MB	3.2 GB	58.3 MB	11.7 MB
141	bf/8c4d99	32306	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (UHRRep1)	CACHED	0	2024-10-17 13:57:48.482	8s	6s	189.7%	161 MB	3.2 GB	57.4 MB	102.5 KB
175	19/b6b59f	18709	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (UHRRep1)	CACHED	0	2024-10-17 13:55:42.657	4.2s	2s	122.0%	7.2 MB	220.7 MB	33.6 MB	215 KB
131	a3/80617d	10956	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (HBRRep3)	CACHED	0	2024-10-17 13:58:22.685	5.5s	4s	229.4%	239.2 MB	6.4 GB	41.2 MB	73.2 KB
168	d6/ea554b	31476	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (UHRRep1)	CACHED	0	2024-10-17 13:57:46.200	3.5s	0ms	87.0%	9.1 MB	24.2 MB	9.5 MB	984.7 KB
133	cd/325755	9666	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (HBRRep3)	CACHED	0	2024-10-17 13:58:17.531	4.6s	3s	262.1%	159.6 MB	6.3 GB	41.6 MB	27.8 KB
170	64/a800ba	17883	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (HBRRep2)	CACHED	0	2024-10-17 13:55:38.548	4.1s	1s	123.1%	7.2 MB	220.7 MB	19.8 MB	209.9 KB
156	24/2ac448	22027	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (UHRRep3)	CACHED	0	2024-10-17 13:57:16.745	5.5s	4s	184.6%	83.1 MB	3.1 GB	45.1 MB	1.2 KB
163	47/3feafa	5703	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (HBRRep2)	CACHED	0	2024-10-17 13:58:06.111	5.7s	5s	215.8%	136.1 MB	3.2 GB	43.2 MB	78.5 KB
173	e5/af1b67	7698	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (HBRRep2)	CACHED	0	2024-10-17 13:58:12.572	5s	3s	243.2%	167.1 MB	6.3 GB	43.9 MB	975.3 KB
177	60/f1f049	462	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (HBRRep2)	CACHED	0	2024-10-17 13:57:49.742	2.2s	1s	89.2%	9.1 MB	24.2 MB	7.3 MB	801.2 KB
171	cd/2f1f2e	21301	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (UHRRep3)	CACHED	0	2024-10-17 13:57:14.733	5.7s	4s	222.9%	86.5 MB	3.2 GB	51.8 MB	1007 KB
159	6b/71a29e	30427	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (UHRRep2)	CACHED	0	2024-10-17 13:57:43.333	2.9s	0ms	90.0%	9.9 MB	24.5 MB	7.7 MB	953.1 KB
179	df/c85e69	14035	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (HBRRep1)	CACHED	0	2024-10-17 13:58:32.695	8.9s	7s	171.0%	114.4 MB	3.2 GB	40.6 MB	6.6 MB
145	2d/283bd7	20769	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (UHRRep2)	CACHED	0	2024-10-17 13:55:47.900	5.4s	1s	119.5%	7.3 MB	220.7 MB	25 MB	212.6 KB
180	fd/f7fc05	7507	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (HBRRep2)	CACHED	0	2024-10-17 13:58:11.851	4.8s	3s	252.3%	92.2 MB	3.2 GB	43.7 MB	27.9 KB
151	c0/b6d6c4	13721	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (HBRRep1)	CACHED	0	2024-10-17 13:58:31.862	4.7s	3s	212.3%	85.2 MB	3.1 GB	33.7 MB	1.2 KB
178	29/3af627	15072	NFCORE_RNASEQ:RNASEQ:SUBREAD_FEATURECOUNTS (HBRRep3)	CACHED	0	2024-10-17 13:56:56.815	3.9s	0ms	98.7%	5 MB	23.1 MB	47.6 MB	610.9 KB
169	97/d07620	5155	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (HBRRep2)	CACHED	0	2024-10-17 13:58:03.897	4.5s	3s	208.3%	82.1 MB	3.1 GB	35 MB	770 B
142	7b/873d6a	3449	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (UHRRep1)	CACHED	0	2024-10-17 13:57:56.552	7.3s	6s	158.2%	110 MB	3.2 GB	56.4 MB	1.6 KB
154	98/61a09a	6303	NFCORE_RNASEQ:RNASEQ:SUBREAD_FEATURECOUNTS (UHRRep1)	CACHED	0	2024-10-17 13:56:34.773	4.2s	1s	164.8%	6.1 MB	36 MB	65.3 MB	1.7 MB
153	3c/68f4c2	16603	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (HBRRep1)	CACHED	0	2024-10-17 13:58:41.618	6.3s	5s	177.5%	112 MB	3.2 GB	38.7 MB	1.6 KB
150	06/6b80cd	3028	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (UHRRep1)	CACHED	0	2024-10-17 13:57:55.416	6.2s	4s	183.9%	86.9 MB	3.1 GB	51.4 MB	1.2 KB
164	57/f728e0	6422	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (HBRRep2)	CACHED	0	2024-10-17 13:58:08.448	6s	4s	173.3%	108 MB	3.2 GB	42.2 MB	1.6 KB
167	da/41d576	878	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (HBRRep3)	CACHED	0	2024-10-17 13:57:50.590	2.1s	0ms	94.0%	9.2 MB	24.2 MB	6.6 MB	740.6 KB
146	13/8c746e	26188	NFCORE_RNASEQ:RNASEQ:SUBREAD_FEATURECOUNTS (UHRRep3)	CACHED	0	2024-10-17 13:56:04.200	6s	1s	138.2%	6.1 MB	36 MB	57.5 MB	645.8 KB
174	40/806d61	23172	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (UHRRep3)	CACHED	0	2024-10-17 13:57:19.779	5.3s	4s	238.2%	91.6 MB	3.2 GB	51.5 MB	27.9 KB
176	ab/2f00f1	11741	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (HBRRep3)	CACHED	0	2024-10-17 13:55:22.762	3.4s	1s	118.4%	7.2 MB	220.7 MB	17.9 MB	210 KB
143	79/a897fe	15486	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (HBRRep1)	CACHED	0	2024-10-17 13:58:37.836	5.3s	4s	233.0%	123.6 MB	3.2 GB	39.6 MB	68.4 KB
160	00/7c5b70	19050	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (UHRRep3)	CACHED	0	2024-10-17 13:57:07.630	7.3s	6s	155.7%	99.8 MB	3.2 GB	50.1 MB	1.6 KB
165	63/2dda6f	21380	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (UHRRep3)	CACHED	0	2024-10-17 13:57:14.925	4.8s	4s	204.8%	84.1 MB	3.1 GB	36.8 MB	769 B
147	25/2dd5cc	11504	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (HBRRep3)	CACHED	0	2024-10-17 13:58:24.155	9.3s	8s	166.1%	208.9 MB	6.4 GB	42.1 MB	7.1 MB
172	0f/261b4d	16532	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (HBRRep1)	CACHED	0	2024-10-17 13:58:41.512	4.7s	3s	264.5%	167.6 MB	6.3 GB	40.1 MB	27.8 KB
158	a4/a089d3	14276	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (HBRRep1)	CACHED	0	2024-10-17 13:58:33.446	4.4s	3s	213.1%	88.1 MB	3.1 GB	34.2 MB	779 B
157	e5/74aeca	6207	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (HBRRep2)	CACHED	0	2024-10-17 13:58:07.729	4.8s	3s	202.1%	86.7 MB	3.2 GB	37.2 MB	1.2 KB
162	da/3c9be5	32480	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (UHRRep1)	CACHED	0	2024-10-17 13:57:49.155	6.3s	4s	212.6%	159.6 MB	6.3 GB	57.8 MB	27.9 KB
148	8a/e0eae5	4510	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (UHRRep1)	CACHED	0	2024-10-17 13:58:01.637	4.5s	3s	205.3%	89.9 MB	3.1 GB	37.2 MB	770 B
152	eb/29651b	18849	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (UHRRep3)	CACHED	0	2024-10-17 13:57:06.814	7.9s	6s	158.8%	150.4 MB	3.2 GB	51 MB	89.6 KB
166	76/00d2df	19067	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (UHRRep3)	CACHED	0	2024-10-17 13:57:07.638	2.5s	0ms	94.8%	9.2 MB	24.2 MB	7.9 MB	852.6 KB
149	42/089098	32046	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (UHRRep1)	CACHED	0	2024-10-17 13:57:47.710	7s	4s	213.1%	93 MB	3.2 GB	58.1 MB	1.1 MB
161	d6/e9cf69	15048	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (HBRRep1)	CACHED	0	2024-10-17 13:58:36.616	4.9s	3s	254.7%	186.3 MB	6.3 GB	40.3 MB	918.2 KB
137	74/fd4f10	7952	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:TXIMETA_TXIMPORT	CACHED	0	2024-10-17 13:56:38.969	13.4s	11s	104.4%	540.2 MB	3.7 GB	28.7 MB	1.3 MB
144	8c/2ba9ec	17724	NFCORE_RNASEQ:RNASEQ:SUBREAD_FEATURECOUNTS (HBRRep1)	CACHED	0	2024-10-17 13:57:04.108	3.5s	0ms	113.7%	6.1 MB	35.9 MB	48.1 MB	2.1 MB
181	74/030523	30641	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (UHRRep1)	CACHED	0	2024-10-17 13:57:43.892	2.8s	0ms	93.6%	9.3 MB	24.2 MB	10.9 MB	1.1 MB
182	ef/66fe58	31617	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (HBRRep2)	CACHED	0	2024-10-17 13:57:46.652	3.9s	0ms	89.5%	9.7 MB	24.5 MB	8.8 MB	950.8 KB
184	fa/d06a6d	5102	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (UHRRep2)	CACHED	0	2024-10-17 13:56:32.157	2.2s	0ms	73.5%	3 MB	5.4 MB	1.4 MB	2.5 KB
183	bb/e41d4d	1623	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (HBRRep3)	CACHED	0	2024-10-17 13:57:51.913	1.8s	0ms	96.9%	9.2 MB	24.2 MB	8.1 MB	892.1 KB
185	5a/f6b983	8507	NFCORE_RNASEQ:RNASEQ:SUBREAD_FEATURECOUNTS (HBRRep2)	CACHED	0	2024-10-17 13:56:40.221	4.1s	1s	122.3%	5.9 MB	36 MB	51.4 MB	2 MB
186	ed/8ccf59	23277	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (UHRRep3)	CACHED	0	2024-10-17 13:57:20.422	11.1s	9s	152.3%	118.5 MB	3.2 GB	52 MB	9.5 MB
188	b9/2ea5a9	8273	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (UHRRep2)	CACHED	0	2024-10-17 13:56:39.693	2.3s	0ms	58.5%	3.1 MB	4.3 MB	194.3 KB	6.7 KB
189	8e/fd78a9	8396	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (HBRRep2)	CACHED	0	2024-10-17 13:58:14.481	9.7s	8s	159.2%	120 MB	3.2 GB	44.1 MB	7.8 MB
190	e3/e99c52	2372	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (HBRRep1)	CACHED	0	2024-10-17 13:57:53.672	3s	0ms	88.8%	9.9 MB	24.5 MB	7.5 MB	838.7 KB
195	1d/ef4713	7748	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (UHRRep2)	CACHED	0	2024-10-17 13:56:38.316	2.8s	1s	128.3%	6.6 MB	219.3 MB	25.8 MB	5.3 KB
191	8d/bbfa3f	9305	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (HBRRep3)	CACHED	0	2024-10-17 13:56:42.008	1.6s	0ms	36.9%	3 MB	4.3 MB	190.4 KB	6.7 KB
192	f4/ae73b3	19086	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (HBRRep1)	CACHED	0	2024-10-17 13:57:07.647	2.3s	0ms	89.7%	3 MB	5.4 MB	1.4 MB	2.5 KB
187	52/59356c	24822	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (UHRRep2)	CACHED	0	2024-10-17 13:57:24.661	1.9s	0ms	97.1%	9.2 MB	24.2 MB	8.9 MB	1.1 MB
199	b4/e59610	13732	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (HBRRep3)	CACHED	0	2024-10-17 13:56:53.716	2s	0ms	126.8%	6.6 MB	219.3 MB	18.5 MB	5.3 KB
197	ce/18e90c	14119	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (HBRRep3)	CACHED	0	2024-10-17 13:56:54.184	2.8s	1s	121.7%	7.5 MB	220.7 MB	18.5 MB	210 KB
