task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
307	b3/90ba66	29701	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (HBRRep1)	CACHED	0	2025-07-22 11:43:34.077	4.7s	3s	226.1%	4.7 GB	5.3 GB	5.3 GB	8.6 MB
311	40/76b8c5	31798	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (HBRRep1)	CACHED	0	2025-07-22 11:43:51.741	3.9s	3s	236.0%	5 GB	5.3 GB	5.3 GB	8.4 MB
310	f0/52ce15	27049	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (HBRRep1)	CACHED	0	2025-07-22 11:43:13.658	4.3s	3s	252.5%	5.1 GB	5.3 GB	5.3 GB	8.4 MB
308	fa/4f76b1	2476	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (HBRRep1)	CACHED	0	2025-07-22 11:44:15.338	5.6s	3s	244.0%	4.8 GB	5.3 GB	5.3 GB	8.6 MB
313	6c/b215da	430	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (HBRRep1)	CACHED	0	2025-07-22 11:43:59.387	3.9s	2s	230.3%	4.9 GB	5.3 GB	5.3 GB	8.3 MB
306	c6/01046b	21729	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (HBRRep3)	CACHED	0	2025-07-22 11:47:30.194	4.7s	3s	263.1%	4.7 GB	5.3 GB	5.3 GB	8.2 MB
318	d7/d7b82e	32335	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (HBRRep1)	CACHED	0	2025-07-22 11:43:55.607	3.8s	2s	242.2%	5 GB	5.3 GB	5.3 GB	7.8 MB
315	d4/6f2f5e	26069	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (HBRRep1)	CACHED	0	2025-07-22 11:43:05.310	4.5s	3s	232.9%	4.8 GB	5.3 GB	5.3 GB	8.2 MB
316	42/96f73f	2996	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (HBRRep1)	CACHED	0	2025-07-22 11:44:20.945	6.6s	3s	227.4%	4 GB	19.6 GB	5.3 GB	8.3 MB
317	19/619a49	953	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (HBRRep1)	CACHED	0	2025-07-22 11:44:03.270	3.7s	3s	243.0%	5.2 GB	5.3 GB	5.3 GB	8.4 MB
319	f8/db40d5	24505	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (HBRRep1)	CACHED	0	2025-07-22 11:42:52.643	4s	3s	216.3%	4.7 GB	5.3 GB	5.3 GB	7.5 MB
323	4f/9da6cd	6777	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:MOSDEPTH (HBRRep2)	CACHED	0	2025-07-22 11:50:32.727	1m 6s	53s	96.2%	2.1 GB	2.1 GB	4.4 GB	26.3 MB
320	d6/bba3f5	4109	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:GATK4_MARKDUPLICATES (UHRRep1)	CACHED	0	2025-07-22 11:49:53.929	38.8s	28s	213.4%	8.6 GB	31.1 GB	6.2 GB	57.1 MB
314	26/f87094	1256	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:GATK4_MARKDUPLICATES (UHRRep2)	CACHED	0	2025-07-22 11:49:19.220	34.7s	30s	201.3%	8.6 GB	31.1 GB	6.1 GB	42.1 MB
347	f4/013d67	6894	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:SAMTOOLS_STATS (UHRRep3)	CACHED	0	2025-07-22 11:50:32.767	23.5s	15s	102.7%	257.3 MB	331.4 MB	6 GB	355.9 KB
348	c8/25a05f	6865	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:MOSDEPTH (UHRRep3)	CACHED	0	2025-07-22 11:50:32.758	1m 7s	59s	85.8%	2 GB	2 GB	3.6 GB	26.3 MB
322	7e/530c48	6756	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:SAMTOOLS_STATS (HBRRep2)	CACHED	0	2025-07-22 11:50:32.717	23.7s	13s	102.0%	375.8 MB	448.3 MB	6 GB	351.6 KB
375	eb/e2d4ae	4165	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:GATK4_MARKDUPLICATES (HBRRep3)	CACHED	0	2025-07-22 11:49:54.028	38.7s	25s	206.9%	8.6 GB	31.1 GB	6.1 GB	31.1 MB
376	b1/235656	30743	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:GATK4_MARKDUPLICATES (HBRRep1)	CACHED	0	2025-07-22 11:48:46.493	32.4s	30s	187.8%	6.1 GB	29.7 GB	6.1 GB	28.7 MB
377	05/9fbb13	6795	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:SAMTOOLS_STATS (UHRRep2)	CACHED	0	2025-07-22 11:50:32.737	23.6s	14s	102.3%	362.3 MB	436.2 MB	6 GB	344.2 KB
380	65/eff93f	6991	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:SAMTOOLS_STATS (UHRRep1)	CACHED	0	2025-07-22 11:50:33.381	22.9s	15s	103.1%	257.2 MB	434.3 MB	6 GB	363.9 KB
379	86/6ae907	6825	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:MOSDEPTH (UHRRep2)	CACHED	0	2025-07-22 11:50:32.746	1m 6s	59s	86.2%	2.1 GB	2.1 GB	4.2 GB	26.3 MB
381	b6/11e5de	14141	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:MOSDEPTH (UHRRep1)	CACHED	0	2025-07-22 11:50:56.316	52.3s	50s	100.3%	2.1 GB	2.1 GB	4.2 GB	26.3 MB
386	55/4c3cf9	6715	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:SAMTOOLS_STATS (HBRRep1)	CACHED	0	2025-07-22 11:50:32.691	23.6s	13s	101.1%	374.8 MB	448.1 MB	6 GB	349.4 KB
383	0f/e5dabf	6998	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:SAMTOOLS_STATS (HBRRep3)	CACHED	0	2025-07-22 11:50:33.386	22.9s	14s	102.1%	375.7 MB	448.9 MB	6 GB	349.8 KB
384	fe/55e6e1	14176	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:MOSDEPTH (HBRRep3)	CACHED	0	2025-07-22 11:50:56.412	52.1s	50s	100.5%	2.1 GB	2.1 GB	4.5 GB	26.3 MB
387	5b/3671d0	6723	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:MOSDEPTH (HBRRep1)	CACHED	0	2025-07-22 11:50:32.699	1m 7s	1m	86.1%	3 GB	3 GB	4.9 GB	26.3 MB
327	26/83c01e	17964	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (HBRRep2)	CACHED	0	2025-07-22 11:51:38.330	27.7s	21s	200.2%	898.4 MB	7.9 GB	338.3 MB	938.3 KB
331	ee/718c5a	19353	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (HBRRep2)	CACHED	0	2025-07-22 11:52:37.318	24.5s	20s	192.2%	727 MB	8 GB	434 MB	871.2 KB
328	ee/11ed24	2768	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (HBRRep2)	CACHED	0	2025-07-22 11:52:07.817	26.9s	22s	193.0%	855 MB	8 GB	503.3 MB	878 KB
332	70/12373f	4452	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (HBRRep2)	CACHED	0	2025-07-22 11:53:06.480	23.9s	22s	213.2%	705.3 MB	8 GB	526.4 MB	1018 KB
329	2f/ba90ca	13324	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (HBRRep2)	CACHED	0	2025-07-22 11:52:25.108	33.6s	21s	212.3%	988.4 MB	8 GB	492.2 MB	1006.9 KB
330	71/63eb2e	23806	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (HBRRep2)	CACHED	0	2025-07-22 11:52:44.560	21.9s	18s	232.6%	625.3 MB	8 GB	695.7 MB	856.3 KB
326	71/38aec5	23072	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (HBRRep2)	CACHED	0	2025-07-22 11:51:48.537	32.6s	23s	197.9%	981.2 MB	8 GB	398.8 MB	972.9 KB
336	bb/d94e98	24711	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (HBRRep2)	CACHED	0	2025-07-22 11:52:45.526	26.8s	21s	234.7%	621 MB	8 GB	662.6 MB	1 MB
334	55/8bdbd7	19469	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (HBRRep2)	CACHED	0	2025-07-22 11:52:37.634	1m 5s	59s	158.1%	1.1 GB	8.2 GB	955 MB	1.5 MB
343	11/3c2e39	19019	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (HBRRep2)	CACHED	0	2025-07-22 11:52:36.760	24.9s	21s	191.9%	765.1 MB	8 GB	393.9 MB	930.9 KB
346	14/aee2aa	911	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (HBRRep2)	CACHED	0	2025-07-22 11:53:01.698	23.3s	19s	167.5%	507.8 MB	8 GB	163.5 MB	737.3 KB
341	94/34ca26	31971	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (HBRRep2)	CACHED	0	2025-07-22 11:52:58.744	26.4s	22s	207.2%	842.3 MB	7.9 GB	339.3 MB	1 MB
351	f1/46c441	21309	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (UHRRep3)	CACHED	0	2025-07-22 11:53:34.138	25s	22s	215.4%	517.9 MB	7.9 GB	347.9 MB	1016.8 KB
333	f9/d2e796	17786	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (HBRRep2)	CACHED	0	2025-07-22 11:52:33.529	27.2s	22s	213.2%	765.1 MB	8 GB	537.2 MB	1 MB
342	fd/e02fd0	362	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (HBRRep2)	CACHED	0	2025-07-22 11:53:00.748	28.3s	24s	193.4%	617.9 MB	8 GB	369.7 MB	1004.3 KB
340	78/3d2448	8576	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (HBRRep2)	CACHED	0	2025-07-22 11:53:12.297	21.8s	19s	241.6%	972.3 MB	8 GB	682.9 MB	899.2 KB
337	96/9c0225	18944	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (HBRRep2)	CACHED	0	2025-07-22 11:52:36.522	25.8s	22s	209.8%	724.5 MB	8 GB	450.9 MB	1007.8 KB
338	02/52198f	25924	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (HBRRep2)	CACHED	0	2025-07-22 11:52:47.256	37.5s	20s	214.2%	989.2 MB	8.2 GB	690.3 MB	993.6 KB
339	5d/c46dbc	26543	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (HBRRep2)	CACHED	0	2025-07-22 11:52:48.020	36.4s	21s	234.3%	1.4 GB	8 GB	616.1 MB	1.1 MB
352	5d/c7bf87	17414	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (UHRRep3)	CACHED	0	2025-07-22 11:53:29.419	28.6s	23s	176.8%	837.9 MB	8 GB	340.2 MB	875.7 KB
345	76/5d0d4b	14994	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (HBRRep2)	CACHED	0	2025-07-22 11:53:25.195	26.6s	22s	194.3%	815.1 MB	8 GB	392.8 MB	900.3 KB
350	b1/22502f	18414	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (UHRRep3)	CACHED	0	2025-07-22 11:54:25.901	27.3s	22s	205.9%	1 GB	8 GB	396.4 MB	1 MB
335	0c/456cef	18474	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (HBRRep2)	CACHED	0	2025-07-22 11:52:34.779	26.3s	21s	193.2%	799.7 MB	8 GB	491.4 MB	934.8 KB
344	f1/fd36f5	558	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (HBRRep2)	CACHED	0	2025-07-22 11:53:01.116	29.1s	25s	197.7%	1.2 GB	8.2 GB	915.6 MB	1.1 MB
412	86/a66780	31188	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_GATHERBQSRREPORTS (HBRRep2)	CACHED	0	2025-07-22 11:56:33.835	21s	11s	258.5%	513.1 MB	8 GB	107.4 MB	1.5 MB
415	6d/a4bb73	10712	NFCORE_SAREK:SAREK:BAM_APPLYBQSR:GATK4_APPLYBQSR (HBRRep2)	CACHED	0	2025-07-22 11:56:59.547	28s	22s	194.5%	748.6 MB	8 GB	481.9 MB	998.5 KB
418	2d/2e0d33	10579	NFCORE_SAREK:SAREK:BAM_APPLYBQSR:GATK4_APPLYBQSR (HBRRep2)	CACHED	0	2025-07-22 11:56:59.517	27.9s	22s	190.9%	794.4 MB	8.1 GB	841.1 MB	1 MB
420	87/3aeeee	10546	NFCORE_SAREK:SAREK:BAM_APPLYBQSR:GATK4_APPLYBQSR (HBRRep2)	CACHED	0	2025-07-22 11:56:59.509	27.3s	22s	190.6%	731.8 MB	8 GB	751.4 MB	1.1 MB
422	35/0d84e6	26981	NFCORE_SAREK:SAREK:BAM_APPLYBQSR:GATK4_APPLYBQSR (HBRRep2)	CACHED	0	2025-07-22 11:57:27.576	36.8s	32s	184.9%	1.1 GB	8.1 GB	1.1 GB	8.5 MB
416	c0/d1cfdc	26869	NFCORE_SAREK:SAREK:BAM_APPLYBQSR:GATK4_APPLYBQSR (HBRRep2)	CACHED	0	2025-07-22 11:57:27.280	27.5s	21s	177.0%	723.8 MB	8 GB	641.1 MB	964.5 KB
424	f4/ee8b24	25457	NFCORE_SAREK:SAREK:BAM_APPLYBQSR:GATK4_APPLYBQSR (HBRRep2)	CACHED	0	2025-07-22 11:57:22.185	30.4s	22s	206.8%	1.3 GB	8 GB	962.1 MB	1.1 MB
414	cf/7ae649	26758	NFCORE_SAREK:SAREK:BAM_APPLYBQSR:GATK4_APPLYBQSR (HBRRep2)	CACHED	0	2025-07-22 11:57:26.923	27.5s	22s	189.4%	1 GB	8 GB	566.4 MB	1 MB
432	2e/5dbc4d	10483	NFCORE_SAREK:SAREK:BAM_APPLYBQSR:GATK4_APPLYBQSR (HBRRep2)	CACHED	0	2025-07-22 11:56:59.476	26.3s	23s	185.5%	885.1 MB	8 GB	1.2 GB	1 MB
431	9a/c40f49	10503	NFCORE_SAREK:SAREK:BAM_APPLYBQSR:GATK4_APPLYBQSR (HBRRep2)	CACHED	0	2025-07-22 11:56:59.494	27.8s	22s	178.9%	862.6 MB	8 GB	616.6 MB	948 KB
434	02/c87649	10665	NFCORE_SAREK:SAREK:BAM_APPLYBQSR:GATK4_APPLYBQSR (HBRRep2)	CACHED	0	2025-07-22 11:56:59.536	22.6s	19s	178.3%	481.7 MB	8 GB	209.8 MB	846.9 KB
430	01/e3aba1	19133	NFCORE_SAREK:SAREK:BAM_APPLYBQSR:GATK4_APPLYBQSR (HBRRep2)	CACHED	0	2025-07-22 11:57:11.172	18.4s	16s	228.3%	1.2 GB	8 GB	579.4 MB	922.7 KB
427	e0/f01ec6	10622	NFCORE_SAREK:SAREK:BAM_APPLYBQSR:GATK4_APPLYBQSR (HBRRep2)	CACHED	0	2025-07-22 11:56:59.527	28.5s	23s	192.5%	1.5 GB	8 GB	1 GB	1.1 MB
429	b9/7babb0	10520	NFCORE_SAREK:SAREK:BAM_APPLYBQSR:GATK4_APPLYBQSR (HBRRep2)	CACHED	0	2025-07-22 11:56:59.501	27.1s	22s	183.8%	707.3 MB	8 GB	510.6 MB	1018.6 KB
428	f7/2d9c25	26940	NFCORE_SAREK:SAREK:BAM_APPLYBQSR:GATK4_APPLYBQSR (HBRRep2)	CACHED	0	2025-07-22 11:57:27.449	27.5s	21s	189.3%	810.5 MB	8 GB	851.8 MB	954.8 KB
433	7d/02afc7	10490	NFCORE_SAREK:SAREK:BAM_APPLYBQSR:GATK4_APPLYBQSR (HBRRep2)	CACHED	0	2025-07-22 11:56:59.485	25.1s	22s	189.0%	866.5 MB	8.1 GB	624.5 MB	1010.6 KB
423	81/57beb0	26535	NFCORE_SAREK:SAREK:BAM_APPLYBQSR:GATK4_APPLYBQSR (HBRRep2)	CACHED	0	2025-07-22 11:57:25.830	27.1s	21s	193.2%	977.6 MB	8 GB	632.7 MB	1 MB
425	ce/708d5c	28011	NFCORE_SAREK:SAREK:BAM_APPLYBQSR:GATK4_APPLYBQSR (HBRRep2)	CACHED	0	2025-07-22 11:57:29.598	25.8s	22s	187.1%	740.6 MB	8 GB	735.9 MB	1 MB
417	14/96ddf5	10968	NFCORE_SAREK:SAREK:BAM_APPLYBQSR:GATK4_APPLYBQSR (HBRRep2)	CACHED	0	2025-07-22 11:56:59.565	27.4s	23s	176.8%	717.1 MB	8 GB	680 MB	1007 KB
421	7d/af0f92	26628	NFCORE_SAREK:SAREK:BAM_APPLYBQSR:GATK4_APPLYBQSR (HBRRep2)	CACHED	0	2025-07-22 11:57:26.600	26.8s	21s	185.2%	1.1 GB	8 GB	775.3 MB	979.6 KB
426	c1/999142	26190	NFCORE_SAREK:SAREK:BAM_APPLYBQSR:GATK4_APPLYBQSR (HBRRep2)	CACHED	0	2025-07-22 11:57:24.608	27.3s	21s	192.0%	1.1 GB	8.1 GB	813.4 MB	957.8 KB
419	9f/281361	26691	NFCORE_SAREK:SAREK:BAM_APPLYBQSR:GATK4_APPLYBQSR (HBRRep2)	CACHED	0	2025-07-22 11:57:26.765	27.5s	21s	181.3%	926.8 MB	8 GB	686.4 MB	956.3 KB
395	d4/b06cc8	2241	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (UHRRep3)	CACHED	0	2025-07-22 11:53:58.777	28.1s	24s	200.6%	1.3 GB	8.1 GB	482.1 MB	1.2 MB
393	a7/8df29d	1959	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (UHRRep3)	CACHED	0	2025-07-22 11:53:58.028	1m 2s	57s	155.5%	1.3 GB	8.1 GB	569.7 MB	1.5 MB
353	5a/5a6537	31300	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (UHRRep3)	CACHED	0	2025-07-22 11:53:51.153	30s	21s	204.7%	1.1 GB	8 GB	492.4 MB	1 MB
391	e3/c95441	31952	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (UHRRep3)	CACHED	0	2025-07-22 11:54:48.272	27.7s	21s	229.3%	1.1 GB	8 GB	396 MB	1.1 MB
435	5c/8afe70	12844	NFCORE_SAREK:SAREK:BAM_APPLYBQSR:CRAM_MERGE_INDEX_SAMTOOLS:MERGE_CRAM (HBRRep2)	CACHED	0	2025-07-22 12:00:54.108	25.1s	21s	110.4%	1.3 GB	1.4 GB	6.9 GB	8.8 MB
440	21/3fe8af	13490	NFCORE_SAREK:SAREK:BAM_APPLYBQSR:CRAM_MERGE_INDEX_SAMTOOLS:INDEX_CRAM (HBRRep2)	CACHED	0	2025-07-22 12:01:51.463	4s	0ms	76.5%	14.6 MB	19.4 MB	8.9 MB	5.5 KB
396	5f/12ccc1	27120	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (UHRRep3)	CACHED	0	2025-07-22 11:53:42.484	20.8s	17s	267.1%	1.1 GB	8 GB	465.5 MB	1.2 MB
401	af/4593e0	18957	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (UHRRep3)	CACHED	0	2025-07-22 11:54:26.545	26.8s	22s	202.8%	1004 MB	8 GB	376.2 MB	1009.3 KB
397	b0/8802f5	5735	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (UHRRep3)	CACHED	0	2025-07-22 11:54:03.269	24.1s	21s	201.8%	579.1 MB	7.9 GB	292 MB	1.1 MB
403	a7/6f32db	1844	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (UHRRep3)	CACHED	0	2025-07-22 11:54:53.321	29.3s	25s	181.5%	957.4 MB	8 GB	464.5 MB	1.3 MB
392	09/cab8a1	17435	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (UHRRep3)	CACHED	0	2025-07-22 11:54:24.177	28.7s	22s	197.9%	947.8 MB	7.9 GB	421.1 MB	1.1 MB
411	73/0b0ad2	14739	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (UHRRep2)	CACHED	0	2025-07-22 11:53:24.440	26.7s	22s	202.1%	1 GB	8 GB	562.7 MB	911.5 KB
398	8a/9f0c70	13880	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (UHRRep3)	CACHED	0	2025-07-22 11:55:13.489	30.1s	24s	224.7%	1.5 GB	8 GB	616.2 MB	1.2 MB
399	71/c6ee1e	1463	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (UHRRep3)	CACHED	0	2025-07-22 11:54:52.532	26.8s	22s	198.6%	707.1 MB	8 GB	457.7 MB	912 KB
406	45/405c80	16927	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (UHRRep2)	CACHED	0	2025-07-22 11:53:28.484	28.8s	25s	195.9%	1.1 GB	8 GB	396.9 MB	1 MB
389	15/39821d	14885	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (UHRRep3)	CACHED	0	2025-07-22 11:53:24.995	32.1s	24s	200.1%	595.3 MB	8 GB	329.1 MB	913.7 KB
404	e2/57fd4e	6282	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (UHRRep3)	CACHED	0	2025-07-22 11:54:59.890	24.5s	22s	213.6%	592.4 MB	8 GB	400.3 MB	970.6 KB
405	6b/e80409	2406	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (UHRRep3)	CACHED	0	2025-07-22 11:53:59.344	24.2s	20s	165.1%	584 MB	8 GB	163.5 MB	710.8 KB
409	de/66bdfc	2431	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (UHRRep2)	CACHED	0	2025-07-22 11:53:04.025	25.7s	22s	200.4%	717.3 MB	8 GB	484.5 MB	1 MB
442	ba/ab497b	18666	NFCORE_SAREK:SAREK:CRAM_SAMPLEQC:CRAM_QC_RECAL:SAMTOOLS_STATS (HBRRep2)	CACHED	0	2025-07-22 12:01:58.479	18s	16s	97.7%	258.4 MB	331.6 MB	5.9 GB	342.5 KB
443	35/23d305	22197	NFCORE_SAREK:SAREK:CRAM_SAMPLEQC:CRAM_QC_RECAL:MOSDEPTH (HBRRep2)	CACHED	0	2025-07-22 12:02:04.172	54.9s	53s	99.6%	2.1 GB	2.1 GB	4.3 GB	26.3 MB
400	ac/2c1c5e	27501	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (UHRRep3)	CACHED	0	2025-07-22 11:54:39.235	21.6s	19s	249.0%	1 GB	8 GB	346.9 MB	1.2 MB
402	61/49c0fb	15132	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (UHRRep3)	CACHED	0	2025-07-22 11:54:18.867	20.4s	17s	244.3%	1.1 GB	8 GB	410.6 MB	1 MB
407	33/cede2e	1327	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (UHRRep2)	CACHED	0	2025-07-22 11:53:02.374	27s	23s	203.1%	884.8 MB	8 GB	343.3 MB	1002.5 KB
408	bf/7cba16	968	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (UHRRep2)	CACHED	0	2025-07-22 11:53:01.859	26.6s	22s	192.1%	866.4 MB	8 GB	336.7 MB	934.8 KB
390	b6/b6a12b	16647	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (UHRRep3)	CACHED	0	2025-07-22 11:54:21.186	26.9s	20s	222.5%	1.2 GB	8 GB	439.7 MB	983.6 KB
410	4f/8bf78b	17125	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (UHRRep2)	CACHED	0	2025-07-22 11:53:29.040	28.6s	25s	209.1%	960.1 MB	8 GB	328.3 MB	888.8 KB
394	a0/bfd894	1564	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (UHRRep3)	CACHED	0	2025-07-22 11:54:52.846	29s	24s	198.6%	1.3 GB	8 GB	499.6 MB	934.8 KB
485	19/d4fd2b	2818	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_GATHERBQSRREPORTS (UHRRep3)	CACHED	0	2025-07-22 11:56:43.014	14s	11s	282.5%	617.6 MB	8 GB	110.5 MB	1.5 MB
448	b2/70aea1	23431	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_HAPLOTYPECALLER:GATK4_HAPLOTYPECALLER (HBRRep2)	CACHED	0	2025-07-22 12:08:28.030	31.5s	30s	161.3%	2.9 GB	34.7 GB	489.3 MB	1.1 MB
